i,c,id,s,f
Blue Cross and Blue Shield of NC,Gates County,"Gates, NC",NC,37073
Blue Cross and Blue Shield of NC,Graham County,"Graham, NC",NC,37075
"Coventry Health Care of the Carolinas, Inc.",Granville County,"Granville, NC",NC,37077
Blue Cross and Blue Shield of NC,Granville County,"Granville, NC",NC,37077
Blue Cross and Blue Shield of NC,Greene County,"Greene, NC",NC,37079
"Coventry Health Care of the Carolinas, Inc.",Guilford County,"Guilford, NC",NC,37081
Blue Cross and Blue Shield of NC,Guilford County,"Guilford, NC",NC,37081
Blue Cross and Blue Shield of NC,Halifax County,"Halifax, NC",NC,37083
"Coventry Health Care of the Carolinas, Inc.",Harnett County,"Harnett, NC",NC,37085
Blue Cross and Blue Shield of NC,Harnett County,"Harnett, NC",NC,37085
"Coventry Health Care of the Carolinas, Inc.",Haywood County,"Haywood, NC",NC,37087
Blue Cross and Blue Shield of NC,Haywood County,"Haywood, NC",NC,37087
"Coventry Health Care of the Carolinas, Inc.",Henderson County,"Henderson, NC",NC,37089
Blue Cross and Blue Shield of NC,Henderson County,"Henderson, NC",NC,37089
Blue Cross and Blue Shield of NC,Hertford County,"Hertford, NC",NC,37091
Blue Cross and Blue Shield of NC,Hoke County,"Hoke, NC",NC,37093
Blue Cross and Blue Shield of NC,Hyde County,"Hyde, NC",NC,37095
"Coventry Health Care of the Carolinas, Inc.",Iredell County,"Iredell, NC",NC,37097
Blue Cross and Blue Shield of NC,Iredell County,"Iredell, NC",NC,37097
Blue Cross and Blue Shield of NC,Jackson County,"Jackson, NC",NC,37099
"Coventry Health Care of the Carolinas, Inc.",Jackson County,"Jackson, NC",NC,37099
Blue Cross and Blue Shield of NC,Johnston County,"Johnston, NC",NC,37101
Blue Cross and Blue Shield of NC,Jones County,"Jones, NC",NC,37103
Blue Cross and Blue Shield of NC,Lee County,"Lee, NC",NC,37105
Blue Cross and Blue Shield of NC,Lenoir County,"Lenoir, NC",NC,37107
Blue Cross and Blue Shield of NC,Lincoln County,"Lincoln, NC",NC,37109
"Coventry Health Care of the Carolinas, Inc.",Lincoln County,"Lincoln, NC",NC,37109
"Coventry Health Care of the Carolinas, Inc.",McDowell County,"McDowell, NC",NC,37111
Blue Cross and Blue Shield of NC,McDowell County,"McDowell, NC",NC,37111
Blue Cross and Blue Shield of NC,Macon County,"Macon, NC",NC,37113
Blue Cross and Blue Shield of NC,Madison County,"Madison, NC",NC,37115
"Coventry Health Care of the Carolinas, Inc.",Madison County,"Madison, NC",NC,37115
Blue Cross and Blue Shield of NC,Martin County,"Martin, NC",NC,37117
Blue Cross and Blue Shield of NC,Mecklenburg County,"Mecklenburg, NC",NC,37119
"Coventry Health Care of the Carolinas, Inc.",Mecklenburg County,"Mecklenburg, NC",NC,37119
Blue Cross and Blue Shield of NC,Mitchell County,"Mitchell, NC",NC,37121
"Coventry Health Care of the Carolinas, Inc.",Mitchell County,"Mitchell, NC",NC,37121
Blue Cross and Blue Shield of NC,Montgomery County,"Montgomery, NC",NC,37123
Blue Cross and Blue Shield of NC,Moore County,"Moore, NC",NC,37125
Blue Cross and Blue Shield of NC,Nash County,"Nash, NC",NC,37127
Blue Cross and Blue Shield of NC,New Hanover County,"New Hanover, NC",NC,37129
Blue Cross and Blue Shield of NC,Northampton County,"Northampton, NC",NC,37131
Blue Cross and Blue Shield of NC,Onslow County,"Onslow, NC",NC,37133
"Coventry Health Care of the Carolinas, Inc.",Orange County,"Orange, NC",NC,37135
Blue Cross and Blue Shield of NC,Orange County,"Orange, NC",NC,37135
Blue Cross and Blue Shield of NC,Pamlico County,"Pamlico, NC",NC,37137
Blue Cross and Blue Shield of NC,Pasquotank County,"Pasquotank, NC",NC,37139
Blue Cross and Blue Shield of NC,Pender County,"Pender, NC",NC,37141
Blue Cross and Blue Shield of NC,Perquimans County,"Perquimans, NC",NC,37143
Blue Cross and Blue Shield of NC,Person County,"Person, NC",NC,37145
"Coventry Health Care of the Carolinas, Inc.",Person County,"Person, NC",NC,37145
Blue Cross and Blue Shield of NC,Pitt County,"Pitt, NC",NC,37147
Blue Cross and Blue Shield of NC,Polk County,"Polk, NC",NC,37149
"Coventry Health Care of the Carolinas, Inc.",Polk County,"Polk, NC",NC,37149
"Coventry Health Care of the Carolinas, Inc.",Randolph County,"Randolph, NC",NC,37151
Blue Cross and Blue Shield of NC,Randolph County,"Randolph, NC",NC,37151
Blue Cross and Blue Shield of NC,Richmond County,"Richmond, NC",NC,37153
Blue Cross and Blue Shield of NC,Robeson County,"Robeson, NC",NC,37155
"Coventry Health Care of the Carolinas, Inc.",Robeson County,"Robeson, NC",NC,37155
Blue Cross and Blue Shield of NC,Rockingham County,"Rockingham, NC",NC,37157
Blue Cross and Blue Shield of NC,Rowan County,"Rowan, NC",NC,37159
"Coventry Health Care of the Carolinas, Inc.",Rutherford County,"Rutherford, NC",NC,37161
Blue Cross and Blue Shield of NC,Rutherford County,"Rutherford, NC",NC,37161
Blue Cross and Blue Shield of NC,Sampson County,"Sampson, NC",NC,37163
Blue Cross and Blue Shield of NC,Scotland County,"Scotland, NC",NC,37165
"Coventry Health Care of the Carolinas, Inc.",Stanly County,"Stanly, NC",NC,37167
Blue Cross and Blue Shield of NC,Stanly County,"Stanly, NC",NC,37167
Blue Cross and Blue Shield of NC,Stokes County,"Stokes, NC",NC,37169
Blue Cross and Blue Shield of NC,Surry County,"Surry, NC",NC,37171
Blue Cross and Blue Shield of NC,Swain County,"Swain, NC",NC,37173
Blue Cross and Blue Shield of NC,Transylvania County,"Transylvania, NC",NC,37175
"Coventry Health Care of the Carolinas, Inc.",Transylvania County,"Transylvania, NC",NC,37175
Blue Cross and Blue Shield of NC,Tyrrell County,"Tyrrell, NC",NC,37177
"Coventry Health Care of the Carolinas, Inc.",Union County,"Union, NC",NC,37179
Blue Cross and Blue Shield of NC,Union County,"Union, NC",NC,37179
Blue Cross and Blue Shield of NC,Vance County,"Vance, NC",NC,37181
"Coventry Health Care of the Carolinas, Inc.",Vance County,"Vance, NC",NC,37181
Blue Cross and Blue Shield of NC,Wake County,"Wake, NC",NC,37183
"Coventry Health Care of the Carolinas, Inc.",Wake County,"Wake, NC",NC,37183
Blue Cross and Blue Shield of NC,Warren County,"Warren, NC",NC,37185
Blue Cross and Blue Shield of NC,Washington County,"Washington, NC",NC,37187
Blue Cross and Blue Shield of NC,Watauga County,"Watauga, NC",NC,37189
Blue Cross and Blue Shield of NC,Wayne County,"Wayne, NC",NC,37191
Blue Cross and Blue Shield of NC,Wilkes County,"Wilkes, NC",NC,37193
Blue Cross and Blue Shield of NC,Wilson County,"Wilson, NC",NC,37195
Blue Cross and Blue Shield of NC,Yadkin County,"Yadkin, NC",NC,37197
"Coventry Health Care of the Carolinas, Inc.",Yancey County,"Yancey, NC",NC,37199
Blue Cross and Blue Shield of NC,Yancey County,"Yancey, NC",NC,37199
Medica Health Plans,Adams County,"Adams, ND",ND,38001
Blue Cross Blue Shield of North Dakota,Adams County,"Adams, ND",ND,38001
Sanford Health Plan,Adams County,"Adams, ND",ND,38001
Blue Cross Blue Shield of North Dakota,Barnes County,"Barnes, ND",ND,38003
Sanford Health Plan,Barnes County,"Barnes, ND",ND,38003
Medica Health Plans,Barnes County,"Barnes, ND",ND,38003
Blue Cross Blue Shield of North Dakota,Benson County,"Benson, ND",ND,38005
Sanford Health Plan,Benson County,"Benson, ND",ND,38005
Medica Health Plans,Benson County,"Benson, ND",ND,38005
Blue Cross Blue Shield of North Dakota,Billings County,"Billings, ND",ND,38007
Sanford Health Plan,Billings County,"Billings, ND",ND,38007
Medica Health Plans,Billings County,"Billings, ND",ND,38007
Blue Cross Blue Shield of North Dakota,Bottineau County,"Bottineau, ND",ND,38009
Sanford Health Plan,Bottineau County,"Bottineau, ND",ND,38009
Blue Cross Blue Shield of North Dakota,Bowman County,"Bowman, ND",ND,38011
Sanford Health Plan,Bowman County,"Bowman, ND",ND,38011
Medica Health Plans,Bowman County,"Bowman, ND",ND,38011
Sanford Health Plan,Burke County,"Burke, ND",ND,38013
Blue Cross Blue Shield of North Dakota,Burke County,"Burke, ND",ND,38013
Medica Health Plans,Burleigh County,"Burleigh, ND",ND,38015
Sanford Health Plan,Burleigh County,"Burleigh, ND",ND,38015
Blue Cross Blue Shield of North Dakota,Burleigh County,"Burleigh, ND",ND,38015
Sanford Health Plan,Cass County,"Cass, ND",ND,38017
Medica Health Plans,Cass County,"Cass, ND",ND,38017
Blue Cross Blue Shield of North Dakota,Cass County,"Cass, ND",ND,38017
Medica Health Plans,Cavalier County,"Cavalier, ND",ND,38019
Sanford Health Plan,Cavalier County,"Cavalier, ND",ND,38019
Blue Cross Blue Shield of North Dakota,Cavalier County,"Cavalier, ND",ND,38019
Blue Cross Blue Shield of North Dakota,Dickey County,"Dickey, ND",ND,38021
Sanford Health Plan,Dickey County,"Dickey, ND",ND,38021
Medica Health Plans,Dickey County,"Dickey, ND",ND,38021
Blue Cross Blue Shield of North Dakota,Divide County,"Divide, ND",ND,38023
Sanford Health Plan,Divide County,"Divide, ND",ND,38023
Blue Cross Blue Shield of North Dakota,Dunn County,"Dunn, ND",ND,38025
Sanford Health Plan,Dunn County,"Dunn, ND",ND,38025
Blue Cross Blue Shield of North Dakota,Eddy County,"Eddy, ND",ND,38027
Sanford Health Plan,Eddy County,"Eddy, ND",ND,38027
Medica Health Plans,Eddy County,"Eddy, ND",ND,38027
Blue Cross Blue Shield of North Dakota,Emmons County,"Emmons, ND",ND,38029
Sanford Health Plan,Emmons County,"Emmons, ND",ND,38029
Medica Health Plans,Emmons County,"Emmons, ND",ND,38029
Blue Cross Blue Shield of North Dakota,Foster County,"Foster, ND",ND,38031
Sanford Health Plan,Foster County,"Foster, ND",ND,38031
Medica Health Plans,Foster County,"Foster, ND",ND,38031
Blue Cross Blue Shield of North Dakota,Golden Valley County,"Golden Valley, ND",ND,38033
Sanford Health Plan,Golden Valley County,"Golden Valley, ND",ND,38033
Blue Cross Blue Shield of North Dakota,Grand Forks County,"Grand Forks, ND",ND,38035
Sanford Health Plan,Grand Forks County,"Grand Forks, ND",ND,38035
Medica Health Plans,Grand Forks County,"Grand Forks, ND",ND,38035
Sanford Health Plan,Grant County,"Grant, ND",ND,38037
Blue Cross Blue Shield of North Dakota,Grant County,"Grant, ND",ND,38037
Medica Health Plans,Grant County,"Grant, ND",ND,38037
Blue Cross Blue Shield of North Dakota,Griggs County,"Griggs, ND",ND,38039
Sanford Health Plan,Griggs County,"Griggs, ND",ND,38039
Medica Health Plans,Griggs County,"Griggs, ND",ND,38039
Medica Health Plans,Hettinger County,"Hettinger, ND",ND,38041
Blue Cross Blue Shield of North Dakota,Hettinger County,"Hettinger, ND",ND,38041
Sanford Health Plan,Hettinger County,"Hettinger, ND",ND,38041
Blue Cross Blue Shield of North Dakota,Kidder County,"Kidder, ND",ND,38043
Medica Health Plans,Kidder County,"Kidder, ND",ND,38043
Sanford Health Plan,Kidder County,"Kidder, ND",ND,38043
Blue Cross Blue Shield of North Dakota,LaMoure County,"LaMoure, ND",ND,38045
Sanford Health Plan,LaMoure County,"LaMoure, ND",ND,38045
Medica Health Plans,LaMoure County,"LaMoure, ND",ND,38045
Medica Health Plans,Logan County,"Logan, ND",ND,38047
Blue Cross Blue Shield of North Dakota,Logan County,"Logan, ND",ND,38047
Sanford Health Plan,Logan County,"Logan, ND",ND,38047
Blue Cross Blue Shield of North Dakota,McHenry County,"McHenry, ND",ND,38049
Medica Health Plans,McHenry County,"McHenry, ND",ND,38049
Sanford Health Plan,McHenry County,"McHenry, ND",ND,38049
Sanford Health Plan,McIntosh County,"McIntosh, ND",ND,38051
Blue Cross Blue Shield of North Dakota,McIntosh County,"McIntosh, ND",ND,38051
Medica Health Plans,McIntosh County,"McIntosh, ND",ND,38051
Blue Cross Blue Shield of North Dakota,McKenzie County,"McKenzie, ND",ND,38053
Sanford Health Plan,McKenzie County,"McKenzie, ND",ND,38053
Blue Cross Blue Shield of North Dakota,McLean County,"McLean, ND",ND,38055
Sanford Health Plan,McLean County,"McLean, ND",ND,38055
Medica Health Plans,McLean County,"McLean, ND",ND,38055
Sanford Health Plan,Mercer County,"Mercer, ND",ND,38057
Medica Health Plans,Mercer County,"Mercer, ND",ND,38057
Blue Cross Blue Shield of North Dakota,Mercer County,"Mercer, ND",ND,38057
Blue Cross Blue Shield of North Dakota,Morton County,"Morton, ND",ND,38059
Medica Health Plans,Morton County,"Morton, ND",ND,38059
Sanford Health Plan,Morton County,"Morton, ND",ND,38059
Blue Cross Blue Shield of North Dakota,Mountrail County,"Mountrail, ND",ND,38061
Sanford Health Plan,Mountrail County,"Mountrail, ND",ND,38061
Medica Health Plans,Nelson County,"Nelson, ND",ND,38063
Blue Cross Blue Shield of North Dakota,Nelson County,"Nelson, ND",ND,38063
Sanford Health Plan,Nelson County,"Nelson, ND",ND,38063
Sanford Health Plan,Oliver County,"Oliver, ND",ND,38065
Blue Cross Blue Shield of North Dakota,Oliver County,"Oliver, ND",ND,38065
Medica Health Plans,Oliver County,"Oliver, ND",ND,38065
Blue Cross Blue Shield of North Dakota,Pembina County,"Pembina, ND",ND,38067
Medica Health Plans,Pembina County,"Pembina, ND",ND,38067
Sanford Health Plan,Pembina County,"Pembina, ND",ND,38067
Medica Health Plans,Pierce County,"Pierce, ND",ND,38069
Blue Cross Blue Shield of North Dakota,Pierce County,"Pierce, ND",ND,38069
Sanford Health Plan,Pierce County,"Pierce, ND",ND,38069
Sanford Health Plan,Ramsey County,"Ramsey, ND",ND,38071
Blue Cross Blue Shield of North Dakota,Ramsey County,"Ramsey, ND",ND,38071
Medica Health Plans,Ramsey County,"Ramsey, ND",ND,38071
Blue Cross Blue Shield of North Dakota,Ransom County,"Ransom, ND",ND,38073
Medica Health Plans,Ransom County,"Ransom, ND",ND,38073
Sanford Health Plan,Ransom County,"Ransom, ND",ND,38073
Sanford Health Plan,Renville County,"Renville, ND",ND,38075
Blue Cross Blue Shield of North Dakota,Renville County,"Renville, ND",ND,38075
Medica Health Plans,Richland County,"Richland, ND",ND,38077
Sanford Health Plan,Richland County,"Richland, ND",ND,38077
Blue Cross Blue Shield of North Dakota,Richland County,"Richland, ND",ND,38077
Medica Health Plans,Rolette County,"Rolette, ND",ND,38079
Blue Cross Blue Shield of North Dakota,Rolette County,"Rolette, ND",ND,38079
Sanford Health Plan,Rolette County,"Rolette, ND",ND,38079
Medica Health Plans,Sargent County,"Sargent, ND",ND,38081
Sanford Health Plan,Sargent County,"Sargent, ND",ND,38081
Blue Cross Blue Shield of North Dakota,Sargent County,"Sargent, ND",ND,38081
Sanford Health Plan,Sheridan County,"Sheridan, ND",ND,38083
Medica Health Plans,Sheridan County,"Sheridan, ND",ND,38083
Blue Cross Blue Shield of North Dakota,Sheridan County,"Sheridan, ND",ND,38083
Sanford Health Plan,Sioux County,"Sioux, ND",ND,38085
Blue Cross Blue Shield of North Dakota,Sioux County,"Sioux, ND",ND,38085
Medica Health Plans,Sioux County,"Sioux, ND",ND,38085
Blue Cross Blue Shield of North Dakota,Slope County,"Slope, ND",ND,38087
Medica Health Plans,Slope County,"Slope, ND",ND,38087
Sanford Health Plan,Slope County,"Slope, ND",ND,38087
Blue Cross Blue Shield of North Dakota,Stark County,"Stark, ND",ND,38089
Sanford Health Plan,Stark County,"Stark, ND",ND,38089
Medica Health Plans,Stark County,"Stark, ND",ND,38089
Medica Health Plans,Steele County,"Steele, ND",ND,38091
Sanford Health Plan,Steele County,"Steele, ND",ND,38091
Blue Cross Blue Shield of North Dakota,Steele County,"Steele, ND",ND,38091
Medica Health Plans,Stutsman County,"Stutsman, ND",ND,38093
Blue Cross Blue Shield of North Dakota,Stutsman County,"Stutsman, ND",ND,38093
Sanford Health Plan,Stutsman County,"Stutsman, ND",ND,38093
Blue Cross Blue Shield of North Dakota,Towner County,"Towner, ND",ND,38095
Sanford Health Plan,Towner County,"Towner, ND",ND,38095
Medica Health Plans,Towner County,"Towner, ND",ND,38095
Sanford Health Plan,Traill County,"Traill, ND",ND,38097
Medica Health Plans,Traill County,"Traill, ND",ND,38097
Blue Cross Blue Shield of North Dakota,Traill County,"Traill, ND",ND,38097
Blue Cross Blue Shield of North Dakota,Walsh County,"Walsh, ND",ND,38099
Sanford Health Plan,Walsh County,"Walsh, ND",ND,38099
Medica Health Plans,Walsh County,"Walsh, ND",ND,38099
Sanford Health Plan,Ward County,"Ward, ND",ND,38101
Blue Cross Blue Shield of North Dakota,Ward County,"Ward, ND",ND,38101
Medica Health Plans,Ward County,"Ward, ND",ND,38101
Sanford Health Plan,Wells County,"Wells, ND",ND,38103
Medica Health Plans,Wells County,"Wells, ND",ND,38103
Blue Cross Blue Shield of North Dakota,Wells County,"Wells, ND",ND,38103
Sanford Health Plan,Williams County,"Williams, ND",ND,38105
Blue Cross Blue Shield of North Dakota,Williams County,"Williams, ND",ND,38105
HealthSpan,Adams County,"Adams, OH",OH,39001
Anthem Blue Cross and Blue Shield,Adams County,"Adams, OH",OH,39001
MedMutual,Adams County,"Adams, OH",OH,39001
Paramount Insurance Company,Allen County,"Allen, OH",OH,39003
MedMutual,Allen County,"Allen, OH",OH,39003
Anthem Blue Cross and Blue Shield,Allen County,"Allen, OH",OH,39003
HealthSpan,Allen County,"Allen, OH",OH,39003
SummaCare Inc,Ashland County,"Ashland, OH",OH,39005
Anthem Blue Cross and Blue Shield,Ashland County,"Ashland, OH",OH,39005
Paramount Insurance Company,Ashland County,"Ashland, OH",OH,39005
MedMutual,Ashland County,"Ashland, OH",OH,39005
Anthem Blue Cross and Blue Shield,Ashtabula County,"Ashtabula, OH",OH,39007
MOLINA HEALTHCARE OF OHIO,Ashtabula County,"Ashtabula, OH",OH,39007
MedMutual,Ashtabula County,"Ashtabula, OH",OH,39007
SummaCare Inc,Ashtabula County,"Ashtabula, OH",OH,39007
MedMutual,Athens County,"Athens, OH",OH,39009
Anthem Blue Cross and Blue Shield,Athens County,"Athens, OH",OH,39009
MOLINA HEALTHCARE OF OHIO,Athens County,"Athens, OH",OH,39009
Coventry Health and Life,Athens County,"Athens, OH",OH,39009
HealthSpan,Auglaize County,"Auglaize, OH",OH,39011
Anthem Blue Cross and Blue Shield,Auglaize County,"Auglaize, OH",OH,39011
MedMutual,Auglaize County,"Auglaize, OH",OH,39011
Anthem Blue Cross and Blue Shield,Belmont County,"Belmont, OH",OH,39013
MedMutual,Belmont County,"Belmont, OH",OH,39013
Coventry Health and Life,Belmont County,"Belmont, OH",OH,39013
CareSource,Brown County,"Brown, OH",OH,39015
HealthSpan,Brown County,"Brown, OH",OH,39015
MedMutual,Brown County,"Brown, OH",OH,39015
Anthem Blue Cross and Blue Shield,Brown County,"Brown, OH",OH,39015
HealthSpan,Butler County,"Butler, OH",OH,39017
"Humana Health Plan of Ohio, Inc.",Butler County,"Butler, OH",OH,39017
MedMutual,Butler County,"Butler, OH",OH,39017
CareSource,Butler County,"Butler, OH",OH,39017
MOLINA HEALTHCARE OF OHIO,Butler County,"Butler, OH",OH,39017
Anthem Blue Cross and Blue Shield,Butler County,"Butler, OH",OH,39017
SummaCare Inc,Carroll County,"Carroll, OH",OH,39019
AultCare Insurance Company,Carroll County,"Carroll, OH",OH,39019
Anthem Blue Cross and Blue Shield,Carroll County,"Carroll, OH",OH,39019
MedMutual,Carroll County,"Carroll, OH",OH,39019
MedMutual,Champaign County,"Champaign, OH",OH,39021
HealthSpan,Champaign County,"Champaign, OH",OH,39021
Anthem Blue Cross and Blue Shield,Champaign County,"Champaign, OH",OH,39021
Anthem Blue Cross and Blue Shield,Clark County,"Clark, OH",OH,39023
MedMutual,Clark County,"Clark, OH",OH,39023
MOLINA HEALTHCARE OF OHIO,Clark County,"Clark, OH",OH,39023
CareSource,Clark County,"Clark, OH",OH,39023
HealthSpan,Clark County,"Clark, OH",OH,39023
MedMutual,Clermont County,"Clermont, OH",OH,39025
Anthem Blue Cross and Blue Shield,Clermont County,"Clermont, OH",OH,39025
MOLINA HEALTHCARE OF OHIO,Clermont County,"Clermont, OH",OH,39025
HealthSpan,Clermont County,"Clermont, OH",OH,39025
CareSource,Clermont County,"Clermont, OH",OH,39025
HealthSpan,Clinton County,"Clinton, OH",OH,39027
MedMutual,Clinton County,"Clinton, OH",OH,39027
Anthem Blue Cross and Blue Shield,Clinton County,"Clinton, OH",OH,39027
Coventry Health and Life,Columbiana County,"Columbiana, OH",OH,39029
MedMutual,Columbiana County,"Columbiana, OH",OH,39029
Anthem Blue Cross and Blue Shield,Columbiana County,"Columbiana, OH",OH,39029
MedMutual,Coshocton County,"Coshocton, OH",OH,39031
Anthem Blue Cross and Blue Shield,Coshocton County,"Coshocton, OH",OH,39031
MedMutual,Crawford County,"Crawford, OH",OH,39033
Anthem Blue Cross and Blue Shield,Crawford County,"Crawford, OH",OH,39033
Paramount Insurance Company,Crawford County,"Crawford, OH",OH,39033
SummaCare Inc,Cuyahoga County,"Cuyahoga, OH",OH,39035
MedMutual,Cuyahoga County,"Cuyahoga, OH",OH,39035
HealthSpan,Cuyahoga County,"Cuyahoga, OH",OH,39035
Kaiser Permanente,Cuyahoga County,"Cuyahoga, OH",OH,39035
MOLINA HEALTHCARE OF OHIO,Cuyahoga County,"Cuyahoga, OH",OH,39035
CareSource,Cuyahoga County,"Cuyahoga, OH",OH,39035
Anthem Blue Cross and Blue Shield,Cuyahoga County,"Cuyahoga, OH",OH,39035
HealthSpan,Darke County,"Darke, OH",OH,39037
Anthem Blue Cross and Blue Shield,Darke County,"Darke, OH",OH,39037
MedMutual,Darke County,"Darke, OH",OH,39037
HealthSpan,Defiance County,"Defiance, OH",OH,39039
MedMutual,Defiance County,"Defiance, OH",OH,39039
Paramount Insurance Company,Defiance County,"Defiance, OH",OH,39039
Anthem Blue Cross and Blue Shield,Defiance County,"Defiance, OH",OH,39039
Paramount Insurance Company,Delaware County,"Delaware, OH",OH,39041
Anthem Blue Cross and Blue Shield,Delaware County,"Delaware, OH",OH,39041
MedMutual,Delaware County,"Delaware, OH",OH,39041
CareSource,Delaware County,"Delaware, OH",OH,39041
Anthem Blue Cross and Blue Shield,Erie County,"Erie, OH",OH,39043
MedMutual,Erie County,"Erie, OH",OH,39043
Paramount Insurance Company,Erie County,"Erie, OH",OH,39043
MedMutual,Fairfield County,"Fairfield, OH",OH,39045
CareSource,Fairfield County,"Fairfield, OH",OH,39045
Anthem Blue Cross and Blue Shield,Fairfield County,"Fairfield, OH",OH,39045
MOLINA HEALTHCARE OF OHIO,Fairfield County,"Fairfield, OH",OH,39045
MedMutual,Fayette County,"Fayette, OH",OH,39047
Anthem Blue Cross and Blue Shield,Fayette County,"Fayette, OH",OH,39047
Anthem Blue Cross and Blue Shield,Franklin County,"Franklin, OH",OH,39049
MOLINA HEALTHCARE OF OHIO,Franklin County,"Franklin, OH",OH,39049
MedMutual,Franklin County,"Franklin, OH",OH,39049
CareSource,Franklin County,"Franklin, OH",OH,39049
Anthem Blue Cross and Blue Shield,Fulton County,"Fulton, OH",OH,39051
CareSource,Fulton County,"Fulton, OH",OH,39051
Paramount Insurance Company,Fulton County,"Fulton, OH",OH,39051
HealthSpan,Fulton County,"Fulton, OH",OH,39051
MedMutual,Fulton County,"Fulton, OH",OH,39051
Coventry Health and Life,Gallia County,"Gallia, OH",OH,39053
Anthem Blue Cross and Blue Shield,Gallia County,"Gallia, OH",OH,39053
MedMutual,Gallia County,"Gallia, OH",OH,39053
MedMutual,Geauga County,"Geauga, OH",OH,39055
CareSource,Geauga County,"Geauga, OH",OH,39055
SummaCare Inc,Geauga County,"Geauga, OH",OH,39055
Anthem Blue Cross and Blue Shield,Geauga County,"Geauga, OH",OH,39055
Kaiser Permanente,Geauga County,"Geauga, OH",OH,39055
MedMutual,Greene County,"Greene, OH",OH,39057
CareSource,Greene County,"Greene, OH",OH,39057
Anthem Blue Cross and Blue Shield,Greene County,"Greene, OH",OH,39057
HealthSpan,Greene County,"Greene, OH",OH,39057
MedMutual,Guernsey County,"Guernsey, OH",OH,39059
Anthem Blue Cross and Blue Shield,Guernsey County,"Guernsey, OH",OH,39059
Anthem Blue Cross and Blue Shield,Hamilton County,"Hamilton, OH",OH,39061
MedMutual,Hamilton County,"Hamilton, OH",OH,39061
HealthSpan,Hamilton County,"Hamilton, OH",OH,39061
Ambetter from Buckeye Community Health Plan,Hamilton County,"Hamilton, OH",OH,39061
MOLINA HEALTHCARE OF OHIO,Hamilton County,"Hamilton, OH",OH,39061
CareSource,Hamilton County,"Hamilton, OH",OH,39061
"Humana Health Plan of Ohio, Inc.",Hamilton County,"Hamilton, OH",OH,39061
Anthem Blue Cross and Blue Shield,Hancock County,"Hancock, OH",OH,39063
MedMutual,Hancock County,"Hancock, OH",OH,39063
HealthSpan,Hancock County,"Hancock, OH",OH,39063
Paramount Insurance Company,Hancock County,"Hancock, OH",OH,39063
Anthem Blue Cross and Blue Shield,Hardin County,"Hardin, OH",OH,39065
Paramount Insurance Company,Hardin County,"Hardin, OH",OH,39065
MedMutual,Hardin County,"Hardin, OH",OH,39065
Coventry Health and Life,Harrison County,"Harrison, OH",OH,39067
MedMutual,Harrison County,"Harrison, OH",OH,39067
Anthem Blue Cross and Blue Shield,Harrison County,"Harrison, OH",OH,39067
MedMutual,Henry County,"Henry, OH",OH,39069
HealthSpan,Henry County,"Henry, OH",OH,39069
Paramount Insurance Company,Henry County,"Henry, OH",OH,39069
Anthem Blue Cross and Blue Shield,Henry County,"Henry, OH",OH,39069
MedMutual,Highland County,"Highland, OH",OH,39071
HealthSpan,Highland County,"Highland, OH",OH,39071
Anthem Blue Cross and Blue Shield,Highland County,"Highland, OH",OH,39071
Anthem Blue Cross and Blue Shield,Hocking County,"Hocking, OH",OH,39073
MedMutual,Hocking County,"Hocking, OH",OH,39073
Anthem Blue Cross and Blue Shield,Holmes County,"Holmes, OH",OH,39075
MedMutual,Holmes County,"Holmes, OH",OH,39075
SummaCare Inc,Holmes County,"Holmes, OH",OH,39075
Paramount Insurance Company,Huron County,"Huron, OH",OH,39077
MedMutual,Huron County,"Huron, OH",OH,39077
Anthem Blue Cross and Blue Shield,Huron County,"Huron, OH",OH,39077
HealthSpan,Huron County,"Huron, OH",OH,39077
Coventry Health and Life,Jackson County,"Jackson, OH",OH,39079
Anthem Blue Cross and Blue Shield,Jackson County,"Jackson, OH",OH,39079
MedMutual,Jackson County,"Jackson, OH",OH,39079
Coventry Health and Life,Jefferson County,"Jefferson, OH",OH,39081
MedMutual,Jefferson County,"Jefferson, OH",OH,39081
Anthem Blue Cross and Blue Shield,Jefferson County,"Jefferson, OH",OH,39081
Paramount Insurance Company,Knox County,"Knox, OH",OH,39083
MedMutual,Knox County,"Knox, OH",OH,39083
Anthem Blue Cross and Blue Shield,Knox County,"Knox, OH",OH,39083
Kaiser Permanente,Lake County,"Lake, OH",OH,39085
SummaCare Inc,Lake County,"Lake, OH",OH,39085
CareSource,Lake County,"Lake, OH",OH,39085
MedMutual,Lake County,"Lake, OH",OH,39085
Anthem Blue Cross and Blue Shield,Lake County,"Lake, OH",OH,39085
MOLINA HEALTHCARE OF OHIO,Lake County,"Lake, OH",OH,39085
Coventry Health and Life,Lawrence County,"Lawrence, OH",OH,39087
Anthem Blue Cross and Blue Shield,Lawrence County,"Lawrence, OH",OH,39087
MedMutual,Lawrence County,"Lawrence, OH",OH,39087
MedMutual,Licking County,"Licking, OH",OH,39089
Anthem Blue Cross and Blue Shield,Licking County,"Licking, OH",OH,39089
MOLINA HEALTHCARE OF OHIO,Licking County,"Licking, OH",OH,39089
CareSource,Licking County,"Licking, OH",OH,39089
Anthem Blue Cross and Blue Shield,Logan County,"Logan, OH",OH,39091
MedMutual,Logan County,"Logan, OH",OH,39091
HealthSpan,Lorain County,"Lorain, OH",OH,39093
