County,Number of Issuers,Issuers
"Guthrie, IA",3,"['UnitedHealthcare of the Midlands, Inc.', 'Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"Towner, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Pulaski, IN",7,"['MDwise Marketplace, Inc.', 'Celtic Insurance Company', 'Anthem Ins Companies Inc(Anthem BCBS)', 'CareSource Indiana, Inc.', 'Physicians Health Plan of Northern Indiana, Inc.', 'Indiana University Health Plans, Inc.', 'All Savers Insurance Company']"
"Mineral, MT",3,"['PacificSource Health Plans', 'Montana Health Cooperative', 'Blue Cross and Blue Shield of Montana']"
"Berks, PA",7,"['Keystone Health Plan Central', 'Geisinger Health Plan', 'Geisinger Quality Options', 'Capital Advantage Assurance Company', 'Aetna Health Inc. (a PA corp.)', 'Highmark Select Resources Inc.', 'Highmark Health Insurance Company']"
"Alachua, FL",3,"['Health Options, Inc.', 'UnitedHealthcare of Florida, Inc.', 'Blue Cross and Blue Shield of Florida']"
"Barbour, AL",2,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare of Alabama, Inc.']"
"Radford city, VA",3,"['HealthKeepers, Inc.', 'Optima Health Plan', 'Aetna Life Insurance Company']"
"Morgan, IL",3,"['Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois', 'Coventry Health Care of Illinois, Inc.']"
"Morgan, IN",5,"['MDwise Marketplace, Inc.', 'All Savers Insurance Company', 'Anthem Ins Companies Inc(Anthem BCBS)', 'CareSource Indiana, Inc.', 'Indiana University Health Plans, Inc.']"
"Cheyenne, NE",4,"['Blue Cross and Blue Shield of Nebraska', 'UnitedHealthcare of the Midlands, Inc.', 'Medica Insurance Company', 'Coventry Health Care of Nebraska Inc.']"
"Georgetown, SC",2,"['BlueChoice HealthPlan of South Carolina, Inc.', 'Blue Cross and Blue Shield of South Carolina']"
"Hall, GA",6,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.', 'Kaiser Foundation Health Plan of Georgia', 'Aetna Health Inc. (a GA corp.)', 'Humana Employers Health Plan of Georgia, Inc.', 'Alliant Health Plans']"
"Chester, SC",2,"['BlueChoice HealthPlan of South Carolina, Inc.', 'Blue Cross and Blue Shield of South Carolina']"
"Tulsa, OK",2,"['UnitedHealthcare of Oklahoma, Inc.', 'Blue Cross Blue Shield of Oklahoma']"
"Labette, KS",3,"['UnitedHealthcare of the Midwest, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Darlington, SC",3,"['BlueChoice HealthPlan of South Carolina, Inc.', 'Blue Cross and Blue Shield of South Carolina', 'UnitedHealthcare Insurance Company']"
"Reagan, TX",4,"['Insurance Company of Scott & White', 'Scott and White Health Plan', 'Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Webster, LA",4,"['UnitedHealthcare of Louisiana, Inc.', 'Louisiana Health Service & Indemnity Company', 'HMO Louisiana, Inc.', 'Vantage Health Plan, Inc.']"
"Hardee, FL",2,"['Blue Cross and Blue Shield of Florida', 'UnitedHealthcare of Florida, Inc.']"
"Roane, TN",3,"['UnitedHealthcare Insurance Company', 'BlueCross BlueShield of Tennessee', 'Humana Insurance Company']"
"Seward, NE",4,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company', 'UnitedHealthcare of the Midlands, Inc.', 'Coventry Health Care of Nebraska Inc.']"
"Starke, IN",6,"['Indiana University Health Plans, Inc.', 'Physicians Health Plan of Northern Indiana, Inc.', 'All Savers Insurance Company', 'CareSource Indiana, Inc.', 'MDwise Marketplace, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)']"
"Independence, AR",5,"['UnitedHealthcare of Arkansas, Inc.', 'QCA Health Plan, Inc.', 'USAble Mutual Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.', 'Celtic Insurance Company']"
"Knox, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Garvin, OK",2,"['Blue Cross Blue Shield of Oklahoma', 'UnitedHealthcare of Oklahoma, Inc.']"
"Cherokee, NC",2,"['Blue Cross and Blue Shield of NC', 'UnitedHealthcare of North Carolina, Inc']"
"Zavala, TX",1,['Blue Cross Blue Shield of Texas']
"Logan, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'UnitedHealthcare of the Midwest, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Jim Hogg, TX",1,['Blue Cross Blue Shield of Texas']
"Parker, TX",2,"['Aetna Life Insurance Company', 'Blue Cross Blue Shield of Texas']"
"DeSoto, FL",3,"['UnitedHealthcare of Florida, Inc.', 'Health Options, Inc.', 'Blue Cross and Blue Shield of Florida']"
"Osceola, IA",2,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"Lancaster, VA",3,"['HealthKeepers, Inc.', 'Optima Health Plan', 'Aetna Life Insurance Company']"
"York, VA",3,"['Aetna Life Insurance Company', 'Optima Health Plan', 'HealthKeepers, Inc.']"
"Crawford, AR",5,"['Celtic Insurance Company', 'UnitedHealthcare of Arkansas, Inc.', 'QCA Health Plan, Inc.', 'USAble Mutual Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.']"
"West Feliciana, LA",4,"['Louisiana Health Service & Indemnity Company', 'HMO Louisiana, Inc.', 'UnitedHealthcare of Louisiana, Inc.', 'Vantage Health Plan, Inc.']"
"Izard, AR",5,"['UnitedHealthcare of Arkansas, Inc.', 'USAble Mutual Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.', 'Celtic Insurance Company', 'QCA Health Plan, Inc.']"
"Renville, ND",3,"['Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota', 'Medica Health Plans']"
"Knox, TN",3,"['BlueCross BlueShield of Tennessee', 'Humana Insurance Company', 'UnitedHealthcare Insurance Company']"
"Macomb, MI",12,"['Priority Health', 'Humana Medical Plan of Michigan, Inc.', 'Total Health Care USA, Inc.', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Alliance Health and Life Insurance Company', 'UnitedHealthcare Community Plan, Inc.', 'McLaren Health Plan Community', 'Priority Health Insurance Company (PHIC)', 'Blue Care Network of Michigan', 'Molina Healthcare of Michigan, Inc.', 'Harbor Health Plan, Inc.', 'Health Alliance Plan (HAP)']"
"Lumpkin, GA",4,"['UnitedHealthcare of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Alliant Health Plans']"
"Vermilion, LA",4,"['HMO Louisiana, Inc.', 'Louisiana Health Service & Indemnity Company', 'UnitedHealthcare of Louisiana, Inc.', 'Vantage Health Plan, Inc.']"
"Colonial Heights city, VA",3,"['Optima Health Plan', 'UnitedHealthcare of the Mid-Atlantic Inc', 'HealthKeepers, Inc.']"
"Jefferson, WI",7,"['All Savers Insurance Company', 'Group Health Cooperative- SCW', 'Physicians Plus Insurance Corporation', 'Unity Health Plans Insurance Corporation', 'Molina Healthcare of Wisconsin, Inc.', 'Compcare Health Serv Ins Co(Anthem BCBS)', 'Dean Health Plan']"
"Mercer, IL",4,"['Coventry Health Care of Illinois, Inc.', 'UnitedHealthcare of the Midwest, Inc.', 'Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Platte, WY",1,['Blue Cross Blue Shield of Wyoming']
"Monona, IA",3,"['UnitedHealthcare of the Midlands, Inc.', 'Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"Ellis, KS",3,"['UnitedHealthcare of the Midwest, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Huron, MI",6,"['McLaren Health Plan Community', 'Alliance Health and Life Insurance Company', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health Insurance Company (PHIC)', 'Blue Care Network of Michigan', 'Priority Health']"
"Osage, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'UnitedHealthcare of the Midwest, Inc.']"
"Barton, MO",3,"['All Savers Insurance Company', 'Coventry Health and Life', 'Healthy Alliance Life Co(Anthem BCBS)']"
"Newberry, SC",3,"['Aetna Health Inc. (a PA corp.)', 'Blue Cross and Blue Shield of South Carolina', 'BlueChoice HealthPlan of South Carolina, Inc.']"
"Meigs, TN",2,"['BlueCross BlueShield of Tennessee', 'UnitedHealthcare Insurance Company']"
"Seminole, GA",2,"['UnitedHealthcare of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Crockett, TN",2,"['UnitedHealthcare Insurance Company', 'BlueCross BlueShield of Tennessee']"
"Lenoir, NC",1,['Blue Cross and Blue Shield of NC']
"Dorchester, SC",3,"['Blue Cross and Blue Shield of South Carolina', 'BlueChoice HealthPlan of South Carolina, Inc.', 'Aetna Health Inc. (a PA corp.)']"
"Humphreys, TN",2,"['BlueCross BlueShield of Tennessee', 'UnitedHealthcare Insurance Company']"
"Pickens, GA",5,"['UnitedHealthcare of Georgia, Inc.', 'Kaiser Foundation Health Plan of Georgia', 'Alliant Health Plans', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.']"
"Crockett, TX",3,"['Blue Cross Blue Shield of Texas', 'Scott and White Health Plan', 'Insurance Company of Scott & White']"
"Davie, NC",2,"['Blue Cross and Blue Shield of NC', 'UnitedHealthcare of North Carolina, Inc']"
"Muscatine, IA",3,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company', 'UnitedHealthcare of the Midlands, Inc.']"
"Clarke, IA",3,"['UnitedHealthcare of the Midlands, Inc.', 'Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"Jackson, LA",4,"['HMO Louisiana, Inc.', 'Vantage Health Plan, Inc.', 'Louisiana Health Service & Indemnity Company', 'UnitedHealthcare of Louisiana, Inc.']"
"Washington, UT",1,['SelectHealth']
"Deaf Smith, TX",3,"['Prominence HealthFirst of Texas, Inc.', 'Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Fountain, IN",5,"['All Savers Insurance Company', 'MDwise Marketplace, Inc.', 'Physicians Health Plan of Northern Indiana, Inc.', 'Indiana University Health Plans, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)']"
"Decatur, IN",5,"['CareSource Indiana, Inc.', 'All Savers Insurance Company', 'Anthem Ins Companies Inc(Anthem BCBS)', 'MDwise Marketplace, Inc.', 'Southeastern Indiana Health Organization']"
"Turner, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.']"
"Gage, NE",4,"['UnitedHealthcare of the Midlands, Inc.', 'Medica Insurance Company', 'Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"St. John the Baptist, LA",4,"['Louisiana Health Service & Indemnity Company', 'UnitedHealthcare of Louisiana, Inc.', 'Vantage Health Plan, Inc.', 'HMO Louisiana, Inc.']"
"Decatur, IA",3,"['Aetna Health Inc. (a IA corp.)', 'UnitedHealthcare of the Midlands, Inc.', 'Medica Insurance Company']"
"Garfield, NE",4,"['UnitedHealthcare of the Midlands, Inc.', 'Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.', 'Medica Insurance Company']"
"Fannin, GA",4,"['UnitedHealthcare of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.', 'Alliant Health Plans']"
"Baker, GA",3,"['Aetna Health Inc. (a GA corp.)', 'UnitedHealthcare of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Clarke, GA",5,"['UnitedHealthcare of Georgia, Inc.', 'Aetna Health Inc. (a GA corp.)', 'Ambetter of Peach State Inc.', 'Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Clark, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'UnitedHealthcare of the Midwest, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Lebanon, PA",7,"['Geisinger Health Plan', 'Highmark Select Resources Inc.', 'Aetna Health Inc. (a PA corp.)', 'Capital Advantage Assurance Company', 'Keystone Health Plan Central', 'Highmark Health Insurance Company', 'Geisinger Quality Options']"
"Carter, TN",3,"['Cigna Health and Life Insurance Company', 'BlueCross BlueShield of Tennessee', 'UnitedHealthcare Insurance Company']"
"Cass, MO",4,"['Blue Cross and Blue Shield of Kansas City', 'Humana Insurance Company', 'Coventry Health and Life', 'All Savers Insurance Company']"
"Cass, MI",5,"['UnitedHealthcare Community Plan, Inc.', 'Priority Health Insurance Company (PHIC)', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health', 'Blue Care Network of Michigan']"
"Holt, NE",4,"['Blue Cross and Blue Shield of Nebraska', 'UnitedHealthcare of the Midlands, Inc.', 'Medica Insurance Company', 'Coventry Health Care of Nebraska Inc.']"
"Henry, VA",3,"['Optima Health Plan', 'HealthKeepers, Inc.', 'Coventry Health Care of Virginia, Inc']"
"Alcona, MI",5,"['Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health', 'McLaren Health Plan Community', 'Blue Care Network of Michigan', 'Priority Health Insurance Company (PHIC)']"
"Carson, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Piscataquis, ME",2,"['Harvard Pilgrim  Health Care Inc.', 'Anthem Health Plans of ME(Anthem BCBS)']"
"Pike, IN",5,"['CareSource Indiana, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'All Savers Insurance Company', 'MDwise Marketplace, Inc.', 'Indiana University Health Plans, Inc.']"
"Sac, IA",2,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"Union, SC",2,"['BlueChoice HealthPlan of South Carolina, Inc.', 'Blue Cross and Blue Shield of South Carolina']"
"Union, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Jasper, SC",2,"['Blue Cross and Blue Shield of South Carolina', 'BlueChoice HealthPlan of South Carolina, Inc.']"
"Guadalupe, TX",4,"['All Savers Insurance Company', 'Aetna Life Insurance Company', 'Community First Health Plans, Inc.', 'Blue Cross Blue Shield of Texas']"
"Brown, NE",4,"['Coventry Health Care of Nebraska Inc.', 'UnitedHealthcare of the Midlands, Inc.', 'Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska']"
"Chippewa, WI",3,"['Security Health Plan of Wisconsin, Inc.', 'Medica Health Plans of Wisconsin', 'Health Tradition Health Plan']"
"Clayton, IA",4,"['Gundersen Health Plan, Inc.', 'Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)', 'UnitedHealthcare of the Midlands, Inc.']"
"Greenlee, AZ",2,"['Blue Cross and Blue Shield of Arizona, Inc.', 'All Savers Insurance Company']"
"Anderson, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'UnitedHealthcare of the Midwest, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Wasco, OR",5,"['Moda Health Plan, Inc.', 'PacificSource Health Plans', 'BridgeSpan Health Company', 'Providence Health Plan', 'LifeWise Health Plan of Oregon']"
"Desha, AR",5,"['Celtic Insurance Company', 'QCA Health Plan, Inc.', 'QualChoice Life & Health Insurance Company, Inc.', 'UnitedHealthcare of Arkansas, Inc.', 'USAble Mutual Insurance Company']"
"Johnson, IN",6,"['All Savers Insurance Company', 'Anthem Ins Companies Inc(Anthem BCBS)', 'CareSource Indiana, Inc.', 'Indiana University Health Plans, Inc.', 'Celtic Insurance Company', 'MDwise Marketplace, Inc.']"
"Seneca, OH",6,"['Paramount Insurance Company', 'Community Insurance Company(Anthem BCBS)', 'HealthSpan', 'Medical Health Insuring Corp. of Ohio', 'UnitedHealthcare of Ohio, Inc.', 'All Savers Insurance Company']"
"Pickett, TN",2,"['UnitedHealthcare Insurance Company', 'BlueCross BlueShield of Tennessee']"
"York, SC",3,"['Blue Cross and Blue Shield of South Carolina', 'BlueChoice HealthPlan of South Carolina, Inc.', 'Aetna Health Inc. (a PA corp.)']"
"Franklin, LA",4,"['Vantage Health Plan, Inc.', 'Louisiana Health Service & Indemnity Company', 'HMO Louisiana, Inc.', 'UnitedHealthcare of Louisiana, Inc.']"
"Tift, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.']"
"Bertie, NC",1,['Blue Cross and Blue Shield of NC']
"Black Hawk, IA",3,"['Aetna Health Inc. (a IA corp.)', 'UnitedHealthcare of the Midlands, Inc.', 'Medica Insurance Company']"
"La Salle, LA",4,"['UnitedHealthcare of Louisiana, Inc.', 'Vantage Health Plan, Inc.', 'Louisiana Health Service & Indemnity Company', 'HMO Louisiana, Inc.']"
"Montgomery, OH",10,"['Premier Health Plan, Inc.', 'Medical Health Insuring Corp. of Ohio', 'Humana Health Plan of Ohio, Inc.', 'All Savers Insurance Company', 'Buckeye Community Health Plan', 'MOLINA HEALTHCARE OF OHIO', 'HealthSpan', 'CareSource', 'UnitedHealthcare of Ohio, Inc.', 'Community Insurance Company(Anthem BCBS)']"
"Juneau City and, AK",2,"['Premera Blue Cross Blue Shield of Alaska', 'Moda Health Plan, Inc.']"
"Lander, NV",2,"['Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield', 'HMO Colorado, Inc., dba HMO Nevada']"
"Walker, GA",3,"['Alliant Health Plans', 'UnitedHealthcare of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Huntingdon, PA",5,"['Geisinger Quality Options', 'Geisinger Health Plan', 'Aetna Health Inc. (a PA corp.)', 'UPMC Health Options, Inc.', 'Highmark Health Insurance Company']"
"Allegheny, PA",5,"['Aetna Health Inc. (a PA corp.)', 'Highmark Inc.', 'Highmark Health Insurance Company', 'UnitedHealthcare of Pennsylvania, Inc.', 'UPMC Health Options, Inc.']"
"DeKalb, AL",2,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare of Alabama, Inc.']"
"Whiteside, IL",4,"['Coventry Health Care of Illinois, Inc.', 'Blue Cross Blue Shield of Illinois', 'UnitedHealthcare of the Midwest, Inc.', 'Health Alliance Medical Plans, Inc.']"
"Wayne, OH",8,"['HealthSpan Integrated Care', 'AultCare Insurance Company', 'Summa Insurance Company, Inc.', 'All Savers Insurance Company', 'Medical Health Insuring Corp. of Ohio', 'CareSource', 'UnitedHealthcare of Ohio, Inc.', 'Community Insurance Company(Anthem BCBS)']"
"McHenry, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Medica Health Plans', 'Sanford Health Plan']"
"Hyde, NC",1,['Blue Cross and Blue Shield of NC']
"Stephens, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Alliant Health Plans', 'UnitedHealthcare of Georgia, Inc.']"
"Guernsey, OH",5,"['Medical Health Insuring Corp. of Ohio', 'HealthSpan', 'UnitedHealthcare of Ohio, Inc.', 'All Savers Insurance Company', 'Community Insurance Company(Anthem BCBS)']"
"Palo Alto, IA",2,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"Barnes, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Whitley, IN",5,"['All Savers Insurance Company', 'MDwise Marketplace, Inc.', 'Celtic Insurance Company', 'Physicians Health Plan of Northern Indiana, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)']"
"Valencia, NM",4,"['Presbyterian Health Plan, Inc.', 'CHRISTUS Health Plan', 'Molina Health Care of New Mexico, Inc.', 'New Mexico Health Connections']"
"Brantley, GA",3,"['Humana Employers Health Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Kendall, TX",3,"['Celtic Insurance Company', 'Aetna Life Insurance Company', 'Blue Cross Blue Shield of Texas']"
"Jim Wells, TX",3,"['CHRISTUS Health Plan', 'Humana Health Plan of Texas, Inc.', 'Blue Cross Blue Shield of Texas']"
"Galax city, VA",3,"['Optima Health Plan', 'Aetna Life Insurance Company', 'HealthKeepers, Inc.']"
"Skagway, AK",2,"['Premera Blue Cross Blue Shield of Alaska', 'Moda Health Plan, Inc.']"
"Hampshire, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Colbert, AL",2,"['UnitedHealthcare of Alabama, Inc.', 'Blue Cross and Blue Shield of Alabama']"
"Sioux, NE",4,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.', 'Medica Insurance Company', 'UnitedHealthcare of the Midlands, Inc.']"
"Suffolk city, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Harrison, MO",3,"['All Savers Insurance Company', 'Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life']"
"Lincoln, MO",4,"['Healthy Alliance Life Co(Anthem BCBS)', 'All Savers Insurance Company', 'Coventry Health & Life Insurance Co.', 'Cigna Health and Life Insurance Company']"
"Haywood, TN",4,"['Cigna Health and Life Insurance Company', 'Humana Insurance Company', 'BlueCross BlueShield of Tennessee', 'UnitedHealthcare Insurance Company']"
"Douglas, WI",2,"['Security Health Plan of Wisconsin, Inc.', 'Medica Health Plans of Wisconsin']"
"Troup, GA",3,"['Humana Employers Health Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Lincoln, ME",2,"['Anthem Health Plans of ME(Anthem BCBS)', 'Harvard Pilgrim  Health Care Inc.']"
"Boone, AR",5,"['USAble Mutual Insurance Company', 'Celtic Insurance Company', 'QCA Health Plan, Inc.', 'QualChoice Life & Health Insurance Company, Inc.', 'UnitedHealthcare of Arkansas, Inc.']"
"Juneau, WI",9,"['Unity Health Plans Insurance Corporation', 'Group Health Cooperative- SCW', 'All Savers Insurance Company', 'Health Tradition Health Plan', 'Dean Health Plan', 'Gundersen Health Plan, Inc.', 'Security Health Plan of Wisconsin, Inc.', 'Physicians Plus Insurance Corporation', 'WPS Health Plan, Inc.']"
"Morton, KS",3,"['UnitedHealthcare of the Midwest, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Polk, AR",5,"['UnitedHealthcare of Arkansas, Inc.', 'QCA Health Plan, Inc.', 'Celtic Insurance Company', 'USAble Mutual Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.']"
"Lincoln, MS",3,"['Humana Insurance Company', 'Ambetter of Magnolia Inc.', 'UnitedHealthcare of Mississippi, Inc.']"
"Lincoln, MT",3,"['Montana Health Cooperative', 'Blue Cross and Blue Shield of Montana', 'PacificSource Health Plans']"
"Harrison, MS",2,"['UnitedHealthcare of Mississippi, Inc.', 'Ambetter of Magnolia Inc.']"
"Hamilton, OH",10,"['All Savers Insurance Company', 'Buckeye Community Health Plan', 'UnitedHealthcare of Ohio, Inc.', 'Medical Health Insuring Corp. of Ohio', 'MOLINA HEALTHCARE OF OHIO', 'CareSource', 'Aetna Life Insurance Company', 'Community Insurance Company(Anthem BCBS)', 'Humana Health Plan of Ohio, Inc.', 'HealthSpan']"
"Lyon, IA",2,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"St. Bernard, LA",4,"['Louisiana Health Service & Indemnity Company', 'Vantage Health Plan, Inc.', 'HMO Louisiana, Inc.', 'UnitedHealthcare of Louisiana, Inc.']"
"Yuma, AZ",2,"['Blue Cross and Blue Shield of Arizona, Inc.', 'All Savers Insurance Company']"
"Cherokee, SC",2,"['Blue Cross and Blue Shield of South Carolina', 'BlueChoice HealthPlan of South Carolina, Inc.']"
"Venango, PA",4,"['UPMC Health Options, Inc.', 'UnitedHealthcare of Pennsylvania, Inc.', 'Aetna Health Inc. (a PA corp.)', 'Highmark Health Insurance Company']"
"Kleberg, TX",3,"['CHRISTUS Health Plan', 'Blue Cross Blue Shield of Texas', 'Humana Health Plan of Texas, Inc.']"
"Graham, NC",2,"['Blue Cross and Blue Shield of NC', 'UnitedHealthcare of North Carolina, Inc']"
"Loup, NE",4,"['Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company', 'UnitedHealthcare of the Midlands, Inc.']"
"Gates, NC",1,['Blue Cross and Blue Shield of NC']
"Anchorage, AK",2,"['Moda Health Plan, Inc.', 'Premera Blue Cross Blue Shield of Alaska']"
"Prairie, MT",3,"['Blue Cross and Blue Shield of Montana', 'PacificSource Health Plans', 'Montana Health Cooperative']"
"Newton, MO",4,"['Humana Insurance Company', 'Healthy Alliance Life Co(Anthem BCBS)', 'All Savers Insurance Company', 'Coventry Health and Life']"
"Putnam, OH",5,"['Community Insurance Company(Anthem BCBS)', 'All Savers Insurance Company', 'HealthSpan', 'Paramount Insurance Company', 'Medical Health Insuring Corp. of Ohio']"
"Newton, MS",2,"['UnitedHealthcare of Mississippi, Inc.', 'Ambetter of Magnolia Inc.']"
"Uintah, UT",1,['SelectHealth']
"Shelby, OH",6,"['All Savers Insurance Company', 'Medical Health Insuring Corp. of Ohio', 'Premier Health Plan, Inc.', 'HealthSpan', 'Community Insurance Company(Anthem BCBS)', 'UnitedHealthcare of Ohio, Inc.']"
"Okeechobee, FL",3,"['UnitedHealthcare of Florida, Inc.', 'Blue Cross and Blue Shield of Florida', 'Health Options, Inc.']"
"Richland, OH",5,"['UnitedHealthcare of Ohio, Inc.', 'Medical Health Insuring Corp. of Ohio', 'Paramount Insurance Company', 'All Savers Insurance Company', 'Community Insurance Company(Anthem BCBS)']"
"Jefferson, AR",5,"['QCA Health Plan, Inc.', 'QualChoice Life & Health Insurance Company, Inc.', 'USAble Mutual Insurance Company', 'Celtic Insurance Company', 'UnitedHealthcare of Arkansas, Inc.']"
"Wilson, TX",2,"['Aetna Life Insurance Company', 'Blue Cross Blue Shield of Texas']"
"Fairfax city, VA",5,"['Innovation Health Insurance Company', 'UnitedHealthcare of the Mid-Atlantic Inc', 'CareFirst BlueChoice, Inc.', 'Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.', 'Group Hospitalization and Medical Services Inc.']"
"Jefferson, AL",3,"['UnitedHealthcare of Alabama, Inc.', 'Blue Cross and Blue Shield of Alabama', 'Humana Insurance Company']"
"Shenandoah, VA",4,"['HealthKeepers, Inc.', 'Innovation Health Insurance Company', 'UnitedHealthcare of the Mid-Atlantic Inc', 'Optima Health Plan']"
"Calhoun, MS",2,"['Ambetter of Magnolia Inc.', 'UnitedHealthcare of Mississippi, Inc.']"
"Des Moines, IA",2,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"Tyler, TX",3,"['Blue Cross Blue Shield of Texas', 'CHRISTUS Health Plan', 'Aetna Life Insurance Company']"
"Allen, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'UnitedHealthcare of the Midwest, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Walworth, SD",2,"['Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Attala, MS",3,"['Ambetter of Magnolia Inc.', 'UnitedHealthcare of Mississippi, Inc.', 'Humana Insurance Company']"
"Morgan, TN",3,"['UnitedHealthcare Insurance Company', 'BlueCross BlueShield of Tennessee', 'Humana Insurance Company']"
"Custer, MT",3,"['Montana Health Cooperative', 'PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana']"
