County,Number of Issuers,Issuers
"Douglas, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'Kaiser Permanente', 'Humana, Inc.']"
"Citrus, FL",3,"['UnitedHealthcare', 'Florida Blue HMO (a BlueCross BlueShield FL company)', 'Florida Blue (BlueCross BlueShield FL)']"
"Lee, AR",4,"['QualChoice Health Insurance', 'QC Life and Health', 'Ambetter of Arkansas', 'Arkansas Blue Cross and Blue Shield']"
"Ottawa, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Auglaize, OH",4,"['InHealth Mutual', 'HealthSpan', 'Anthem Blue Cross and Blue Shield', 'MedMutual']"
"Beaufort, SC",3,"[""Consumers' Choice Health Plan"", 'BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan']"
"Steele, ND",3,"['Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota', 'Medica']"
"Marion, OH",4,"['MedMutual', 'InHealth Mutual', 'Anthem Blue Cross and Blue Shield', 'Paramount Insurance Company']"
"Ward, ND",3,"['Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota', 'Medica']"
"McIntosh, OK",2,"['Blue Cross and Blue Shield of Oklahoma', 'GlobalHealth']"
"Marion, OR",9,"['LifeWise Health Plan of Oregon', 'BridgeSpan Health Company', 'Kaiser Permanente', ""Oregon's Health CO-OP"", 'Moda Health Plan, Inc.', 'ATRIO Health Plans', 'Providence Health Plan', 'PacificSource Health Plans', 'Health Republic']"
"Gadsden, FL",2,"['Florida Blue (BlueCross BlueShield FL)', 'UnitedHealthcare']"
"Dixon, NE",2,"['Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Dodge, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare']"
"Escambia, FL",4,"['UnitedHealthcare', 'Florida Blue HMO (a BlueCross BlueShield FL company)', 'Florida Blue (BlueCross BlueShield FL)', 'Coventry Health Care of Florida, Inc.']"
"Pinellas, FL",5,"['Florida Blue HMO (a BlueCross BlueShield FL company)', 'Humana, Inc.', 'Cigna Healthcare', 'Florida Blue (BlueCross BlueShield FL)', 'UnitedHealthcare']"
"Whitfield, GA",3,"['UnitedHealthcare', 'Blue Cross Blue Shield Healthcare Plan of Georgia', 'Alliant Health Plans']"
"Summit, UT",4,"['SelectHealth', 'Altius Health Plans Inc.', 'Arches Health Plan', 'BridgeSpan Health Company']"
"Halifax, VA",3,"['Piedmont Community HealthCare', 'Optima Health', 'HealthKeepers, Inc.']"
"Amelia, VA",3,"['HealthKeepers, Inc.', 'Optima Health', 'Coventry Health Care of Virginia, Inc']"
"Divide, ND",2,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan']"
"Pocahontas, IA",1,['Coventry Health Care of Iowa Inc.']
"Blaine, MT",3,"['Blue Cross and Blue Shield of Montana', 'Montana Health CO-OP', 'PacificSource Health Plans']"
"Lawrence, MO",2,"['Coventry Health and Life', 'Anthem Blue Cross and Blue Shield']"
"Culberson, TX",1,['Blue Cross and Blue Shield of Texas']
"Lawrence, MS",2,"['UnitedHealthcare', 'Humana, Inc.']"
"Pawnee, OK",2,"['GlobalHealth', 'Blue Cross and Blue Shield of Oklahoma']"
"Jerauld, SD",3,"['DAKOTACARE', 'Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Saluda, SC",3,"[""Consumers' Choice Health Plan"", 'BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan']"
"Live Oak, TX",1,['Blue Cross and Blue Shield of Texas']
"Giles, VA",3,"['Aetna Life Insurance Company', 'Optima Health', 'HealthKeepers, Inc.']"
"Greene, GA",4,"['UnitedHealthcare', 'Blue Cross Blue Shield Healthcare Plan of Georgia', 'Humana, Inc.', 'Ambetter from Peach State Health Plan']"
"Iosco, MI",6,"['Blue Care Network of Michigan', 'McLaren Health Plan', 'HAP', 'Consumers Mutual Insurance of Michigan', 'Blue Cross Blue Shield of Michigan', 'Priority Health']"
"Marengo, AL",2,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare']"
"Prince George, VA",2,"['Optima Health', 'HealthKeepers, Inc.']"
"Union, LA",3,"['Blue Cross Blue Shield of Louisiana', 'UnitedHealthcare', 'Vantage Health Plan']"
"Calhoun, TX",1,['Blue Cross and Blue Shield of Texas']
"Rawlins, KS",3,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Harris, TX",7,"['Blue Cross and Blue Shield of Texas', 'UnitedHealthcare', 'Molina Marketplace', 'Community Health Choice', 'Humana, Inc.', 'Cigna Healthcare', 'Aetna']"
"Delta, MI",2,"['Blue Cross Blue Shield of Michigan', 'Consumers Mutual Insurance of Michigan']"
"Buffalo, WI",3,"['Gundersen Health Plan, Inc.', 'UnitedHealthcare', 'Health Tradition Health Plan']"
"Val Verde, TX",1,['Blue Cross and Blue Shield of Texas']
"Lamar, AL",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of Alabama']"
"Walsh, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica']"
"Giles, TN",1,['BlueCross BlueShield of Tennessee']
"Nodaway, MO",2,"['Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life']"
"Warren, TN",1,['BlueCross BlueShield of Tennessee']
"Dallas, IA",1,['Coventry Health Care of Iowa Inc.']
"Tallahatchie, MS",2,"['Humana, Inc.', 'UnitedHealthcare']"
"O'Brien, IA",2,"['Coventry Health Care of Iowa Inc.', 'Avera Health Plans, Inc.']"
"Klamath, OR",8,"['Moda Health Plan, Inc.', 'LifeWise Health Plan of Oregon', ""Oregon's Health CO-OP"", 'ATRIO Health Plans', 'Providence Health Plan', 'PacificSource Health Plans', 'BridgeSpan Health Company', 'Health Republic']"
"Unicoi, TN",1,['BlueCross BlueShield of Tennessee']
"Stillwater, MT",3,"['Montana Health CO-OP', 'PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana']"
"Medina, OH",8,"['CareSource', 'InHealth Mutual', 'HealthSpan Integrated Care', 'SummaCare Inc', 'Anthem Blue Cross and Blue Shield', 'MedMutual', 'Aetna', 'UnitedHealthcare']"
"Appling, GA",3,"['UnitedHealthcare', 'Coventry Health Care of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Martin, TX",2,"['Blue Cross and Blue Shield of Texas', 'FirstCare Health Plans']"
"Mayes, OK",2,"['Blue Cross and Blue Shield of Oklahoma', 'GlobalHealth']"
"Licking, OH",7,"['Aetna', 'InHealth Mutual', 'UnitedHealthcare', 'MedMutual', 'Anthem Blue Cross and Blue Shield', 'Molina Marketplace', 'CareSource']"
"Kenedy, TX",1,['Blue Cross and Blue Shield of Texas']
"Crook, WY",2,"['WINhealth Partners', 'Blue Cross Blue Shield of Wyoming']"
"Kodiak Island, AK",2,"['Premera Blue Cross Blue Shield of Alaska', 'Moda Health']"
"Scott, MO",3,"['Anthem Blue Cross and Blue Shield', 'UnitedHealthcare', 'Coventry Health Care']"
"Lewis, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Simpson, MS",3,"['Humana, Inc.', 'Ambetter from Magnolia Health', 'UnitedHealthcare']"
"Clay, AL",2,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare']"
"Scott, MS",3,"['Ambetter from Magnolia Health', 'Humana, Inc.', 'UnitedHealthcare']"
"Chaves, NM",5,"['Blue Cross and Blue Shield of New Mexico', 'New Mexico Health Connections', 'Presbyterian Health Plan', 'Molina Health Care of New Mexico, Inc.', 'CHRISTUS Health Plan NM']"
"Nome Census, AK",2,"['Moda Health', 'Premera Blue Cross Blue Shield of Alaska']"
"Miami, IN",5,"['UnitedHealthcare', 'Anthem Blue Cross and Blue Shield', 'PHP', 'MDwise Marketplace', 'Ambetter from MHS']"
"Wayne, NC",2,"['Blue Cross and Blue Shield of NC', 'UnitedHealthcare']"
"Johnston, OK",1,['Blue Cross and Blue Shield of Oklahoma']
"Wayne, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Worth, GA",3,"['UnitedHealthcare', 'Coventry Health Care of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Adams, IA",1,['Coventry Health Care of Iowa Inc.']
"Adams, IN",4,"['UnitedHealthcare', 'Anthem Blue Cross and Blue Shield', 'PHP', 'Ambetter from MHS']"
"Andrews, TX",2,"['FirstCare Health Plans', 'Blue Cross and Blue Shield of Texas']"
"Adams, IL",4,"['Land of Lincoln Mutual Health Insurance Company', 'Coventry Health Care', 'Blue Cross and Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Pamlico, NC",1,['Blue Cross and Blue Shield of NC']
"Baldwin, GA",2,"['UnitedHealthcare', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Brooks, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare']"
"Colorado, TX",2,"['Blue Cross and Blue Shield of Texas', 'Aetna']"
"Trousdale, TN",3,"['BlueCross BlueShield of Tennessee', 'Cigna Healthcare', 'Humana, Inc.']"
"Tazewell, IL",5,"['Land of Lincoln Mutual Health Insurance Company', 'Humana, Inc.', 'Health Alliance Medical Plans, Inc.', 'Coventry Health Care', 'Blue Cross and Blue Shield of Illinois']"
"Grundy, TN",2,"['Cigna Healthcare', 'BlueCross BlueShield of Tennessee']"
"Seminole, FL",6,"['Cigna Healthcare', 'Florida Health Care Plans', 'Florida Blue (BlueCross BlueShield FL)', 'Humana, Inc.', 'Florida Blue HMO (a BlueCross BlueShield FL company)', 'UnitedHealthcare']"
"Comanche, KS",3,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Bremer, IA",1,['Coventry Health Care of Iowa Inc.']
"Deschutes, OR",7,"['BridgeSpan Health Company', 'Moda Health Plan, Inc.', 'Health Republic', 'LifeWise Health Plan of Oregon', 'PacificSource Health Plans', ""Oregon's Health CO-OP"", 'Providence Health Plan']"
"Cerro Gordo, IA",1,['Coventry Health Care of Iowa Inc.']
"Custer, SD",3,"['DAKOTACARE', 'Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Fannin, TX",2,"['Blue Cross and Blue Shield of Texas', 'Cigna Healthcare']"
"Macoupin, IL",4,"['Coventry Health Care', 'Blue Cross and Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.']"
"Livingston, LA",3,"['Vantage Health Plan', 'Blue Cross Blue Shield of Louisiana', 'HMO Louisiana']"
"McMullen, TX",1,['Blue Cross and Blue Shield of Texas']
"Marshall, OK",1,['Blue Cross and Blue Shield of Oklahoma']
"New Castle, DE",2,"['Aetna', 'Highmark Blue Cross Blue Shield Delaware']"
"Howard, MO",3,"['UnitedHealthcare', 'Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Wilcox, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare']"
"Jackson, MI",4,"['Consumers Mutual Insurance of Michigan', 'Priority Health', 'Blue Cross Blue Shield of Michigan', 'Blue Care Network of Michigan']"
"Jackson, MO",3,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas City', 'Humana, Inc.']"
"Petersburg Census, AK",2,"['Moda Health', 'Premera Blue Cross Blue Shield of Alaska']"
"Forest, PA",4,"['HealthAmerica Pennsylvania, Inc.', 'Highmark Inc.', 'UPMC Health Options, Inc.', 'Highmark Health Insurance Company']"
"Waushara, WI",5,"['Unity Health Insurance', 'Security Health Plan', 'Arise Health Plan', 'UnitedHealthcare', 'Anthem Blue Cross and Blue Shield']"
"Washington, TN",1,['BlueCross BlueShield of Tennessee']
"Henry, GA",5,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'Kaiser Permanente', 'UnitedHealthcare', 'Ambetter from Peach State Health Plan', 'Humana, Inc.']"
"Pratt, KS",3,"['Coventry Health and Life', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Martin, IN",3,"['Anthem Blue Cross and Blue Shield', 'MDwise Marketplace', 'UnitedHealthcare']"
"Twiggs, GA",5,"['Humana, Inc.', 'Cigna Healthcare', 'UnitedHealthcare', 'Coventry Health Care of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Jackson, MS",1,['Ambetter from Magnolia Health']
"Tippah, MS",2,"['UnitedHealthcare', 'Ambetter from Magnolia Health']"
"Orange, VA",3,"['Kaiser Permanente', 'Optima Health', 'HealthKeepers, Inc.']"
"Charlevoix, MI",5,"['Priority Health', 'Blue Care Network of Michigan', 'Consumers Mutual Insurance of Michigan', 'McLaren Health Plan', 'Blue Cross Blue Shield of Michigan']"
"Fentress, TN",1,['BlueCross BlueShield of Tennessee']
"Dubois, IN",3,"['MDwise Marketplace', 'Anthem Blue Cross and Blue Shield', 'UnitedHealthcare']"
"Augusta, VA",3,"['Optima Health', 'Coventry Health Care of Virginia, Inc', 'HealthKeepers, Inc.']"
"Johnson, AR",4,"['Ambetter of Arkansas', 'QualChoice Health Insurance', 'Arkansas Blue Cross and Blue Shield', 'QC Life and Health']"
"Loving, TX",2,"['Blue Cross and Blue Shield of Texas', 'FirstCare Health Plans']"
"Portsmouth city, VA",2,"['HealthKeepers, Inc.', 'Optima Health']"
"Winston, MS",2,"['UnitedHealthcare', 'Humana, Inc.']"
"Frio, TX",1,['Blue Cross and Blue Shield of Texas']
"Millard, UT",4,"['SelectHealth', 'Arches Health Plan', 'Altius Health Plans Inc.', 'BridgeSpan Health Company']"
"Lincoln, NV",2,"['Nevada Health CO-OP', 'HMO Colorado Inc dba HMO NV(Anthem BCBS)']"
"Lincoln, NE",2,"['Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Lincoln, NC",3,"['UnitedHealthcare', 'Blue Cross and Blue Shield of NC', 'Coventry Health Care of the Carolinas, Inc.']"
"Lincoln, NM",5,"['Blue Cross and Blue Shield of New Mexico', 'Molina Health Care of New Mexico, Inc.', 'Presbyterian Health Plan', 'CHRISTUS Health Plan NM', 'New Mexico Health Connections']"
"Clermont, OH",8,"['Molina Marketplace', 'Aetna', 'MedMutual', 'UnitedHealthcare', 'HealthSpan', 'Anthem Blue Cross and Blue Shield', 'InHealth Mutual', 'CareSource']"
"Rusk, TX",1,['Blue Cross and Blue Shield of Texas']
"Wallowa, OR",7,"[""Oregon's Health CO-OP"", 'Health Republic', 'Moda Health Plan, Inc.', 'BridgeSpan Health Company', 'Providence Health Plan', 'PacificSource Health Plans', 'LifeWise Health Plan of Oregon']"
"Kossuth, IA",1,['Coventry Health Care of Iowa Inc.']
"Spotsylvania, VA",3,"['Optima Health', 'HealthKeepers, Inc.', 'Kaiser Permanente']"
"Chautauqua, KS",4,"['Coventry Health Care Of Kansas Inc', 'Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Coventry Health and Life']"
"Pulaski, MO",2,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Philadelphia, PA",3,"['Independence Blue Cross', 'Aetna', 'UnitedHealthcare']"
"Salt Lake, UT",6,"['Molina Marketplace', 'SelectHealth', 'Arches Health Plan', 'Altius Health Plans Inc.', 'Humana, Inc.', 'BridgeSpan Health Company']"
"Fayette, OH",4,"['CareSource', 'MedMutual', 'InHealth Mutual', 'Anthem Blue Cross and Blue Shield']"
"Franklin, MS",2,"['UnitedHealthcare', 'Humana, Inc.']"
"Clay, SD",3,"['Sanford Health Plan', 'Avera Health Plans, Inc.', 'DAKOTACARE']"
"Ashland, WI",2,"['Security Health Plan', 'Medica']"
"Stephens, TX",2,"['Blue Cross and Blue Shield of Texas', 'FirstCare Health Plans']"
"Franklin, ME",3,"['Harvard Pilgrim  Health Care Inc.', 'Maine Community Health Options', 'Anthem Blue Cross and Blue Shield']"
"Ness, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Coventry Health and Life']"
"Santa Cruz, AZ",8,"['Blue Cross Blue Shield of Arizona, Inc.', 'Cigna Healthcare', 'United Health One', 'University of Arizona Health Plans - University Healthcare Marketplace', 'MERITUS MUTUAL HEALTH PARTNERS', 'Meritus Health Partners', 'Health Net', 'Aetna']"
"Franklin, MO",4,"['UnitedHealthcare', 'Cigna Healthcare', 'Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Platte, NE",2,"['Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Guilford, NC",3,"['UnitedHealthcare', 'Blue Cross and Blue Shield of NC', 'Coventry Health Care of the Carolinas, Inc.']"
"Todd, SD",3,"['Avera Health Plans, Inc.', 'DAKOTACARE', 'Sanford Health Plan']"
"De Soto, LA",4,"['Vantage Health Plan', 'UnitedHealthcare', 'Blue Cross Blue Shield of Louisiana', 'HMO Louisiana']"
"Arenac, MI",6,"['Priority Health', 'Consumers Mutual Insurance of Michigan', 'McLaren Health Plan', 'Blue Cross Blue Shield of Michigan', 'Blue Care Network of Michigan', 'HAP']"
"Paulding, GA",3,"['Kaiser Permanente', 'Humana, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Jones, GA",4,"['Humana, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare', 'Coventry Health Care of Georgia, Inc.']"
"Kenosha, WI",5,"['Molina Marketplace', 'Anthem Blue Cross and Blue Shield', 'UnitedHealthcare', 'Arise Health Plan', 'Common Ground Healthcare Cooperative']"
"St. Louis, MO",4,"['Cigna Healthcare', 'Coventry Health Care', 'Anthem Blue Cross and Blue Shield', 'UnitedHealthcare']"
"Pike, IL",4,"['Health Alliance Medical Plans, Inc.', 'Coventry Health Care', 'Blue Cross and Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company']"
"Hidalgo, NM",5,"['New Mexico Health Connections', 'CHRISTUS Health Plan NM', 'Blue Cross and Blue Shield of New Mexico', 'Presbyterian Health Plan', 'Molina Health Care of New Mexico, Inc.']"
"Canadian, OK",2,"['GlobalHealth', 'Blue Cross and Blue Shield of Oklahoma']"
"Linn, OR",8,"['Kaiser Permanente', 'Providence Health Plan', 'PacificSource Health Plans', 'LifeWise Health Plan of Oregon', 'BridgeSpan Health Company', ""Oregon's Health CO-OP"", 'Health Republic', 'Moda Health Plan, Inc.']"
"Loudon, TN",2,"['Humana, Inc.', 'BlueCross BlueShield of Tennessee']"
"McIntosh, ND",3,"['Medica', 'Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota']"
"Mills, TX",3,"['Blue Cross and Blue Shield of Texas', 'Scott and White Health Plan', 'FirstCare Health Plans']"
"Trumbull, OH",8,"['Anthem Blue Cross and Blue Shield', 'HealthSpan', 'CareSource', 'MedMutual', 'SummaCare Inc', 'Aetna', 'InHealth Mutual', 'UnitedHealthcare']"
"Guthrie, IA",1,['Coventry Health Care of Iowa Inc.']
"Towner, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica']"
"Pulaski, IN",5,"['Ambetter from MHS', 'PHP', 'MDwise Marketplace', 'UnitedHealthcare', 'Anthem Blue Cross and Blue Shield']"
"Mineral, MT",3,"['PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana', 'Montana Health CO-OP']"
"Berks, PA",7,"['Capital BlueCross', 'HealthAmerica Pennsylvania, Inc.', 'Highmark Inc.', 'Geisinger Health Plan', 'Keystone Health Plan Central, A Capital BlueCross Company', 'Geisinger Choice', 'Highmark Health Insurance Company']"
"Alachua, FL",3,"['UnitedHealthcare', 'Florida Blue (BlueCross BlueShield FL)', 'Florida Blue HMO (a BlueCross BlueShield FL company)']"
"Barbour, AL",2,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare']"
"Radford city, VA",3,"['Optima Health', 'HealthKeepers, Inc.', 'Aetna Life Insurance Company']"
"Morgan, IL",4,"['Health Alliance Medical Plans, Inc.', 'Blue Cross and Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company', 'Coventry Health Care']"
"Morgan, IN",5,"['CareSource', 'UnitedHealthcare', 'MDwise Marketplace', 'Anthem Blue Cross and Blue Shield', 'Indiana University Health Plans, Inc.']"
"Cheyenne, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Georgetown, SC",3,"['BlueCross BlueShield of South Carolina', ""Consumers' Choice Health Plan"", 'BlueChoice HealthPlan']"
"Hall, GA",6,"['Kaiser Permanente', 'Humana, Inc.', 'UnitedHealthcare', 'Coventry Health Care of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia', 'Alliant Health Plans']"
"Chester, SC",3,"[""Consumers' Choice Health Plan"", 'BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan']"
"Tulsa, OK",3,"['Blue Cross and Blue Shield of Oklahoma', 'GlobalHealth', 'CommunityCare of Oklahoma']"
"Labette, KS",3,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Darlington, SC",3,"['BlueChoice HealthPlan', 'BlueCross BlueShield of South Carolina', ""Consumers' Choice Health Plan""]"
"Reagan, TX",3,"['Blue Cross and Blue Shield of Texas', 'Scott and White Health Plan', 'FirstCare Health Plans']"
"Webster, LA",4,"['HMO Louisiana', 'Blue Cross Blue Shield of Louisiana', 'Vantage Health Plan', 'UnitedHealthcare']"
"Hardee, FL",2,"['Florida Blue (BlueCross BlueShield FL)', 'UnitedHealthcare']"
"Roane, TN",2,"['BlueCross BlueShield of Tennessee', 'Humana, Inc.']"
"Seward, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Starke, IN",5,"['CareSource', 'Anthem Blue Cross and Blue Shield', 'UnitedHealthcare', 'MDwise Marketplace', 'PHP']"
"Independence, AR",4,"['Ambetter of Arkansas', 'Arkansas Blue Cross and Blue Shield', 'QualChoice Health Insurance', 'QC Life and Health']"
"Knox, TX",2,"['FirstCare Health Plans', 'Blue Cross and Blue Shield of Texas']"
"Garvin, OK",2,"['GlobalHealth', 'Blue Cross and Blue Shield of Oklahoma']"
"Cherokee, NC",2,"['Blue Cross and Blue Shield of NC', 'UnitedHealthcare']"
"Zavala, TX",1,['Blue Cross and Blue Shield of Texas']
"Logan, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Coventry Health and Life']"
"Jim Hogg, TX",1,['Blue Cross and Blue Shield of Texas']
"Parker, TX",3,"['Blue Cross and Blue Shield of Texas', 'Cigna Healthcare', 'Aetna']"
"DeSoto, FL",3,"['UnitedHealthcare', 'Florida Blue (BlueCross BlueShield FL)', 'Florida Blue HMO (a BlueCross BlueShield FL company)']"
"Osceola, IA",2,"['Coventry Health Care of Iowa Inc.', 'Avera Health Plans, Inc.']"
"Lancaster, VA",3,"['Optima Health', 'Aetna Life Insurance Company', 'HealthKeepers, Inc.']"
"York, VA",3,"['Aetna Life Insurance Company', 'Optima Health', 'HealthKeepers, Inc.']"
"Crawford, AR",4,"['QualChoice Health Insurance', 'QC Life and Health', 'Arkansas Blue Cross and Blue Shield', 'Ambetter of Arkansas']"
"West Feliciana, LA",3,"['Vantage Health Plan', 'HMO Louisiana', 'Blue Cross Blue Shield of Louisiana']"
"Izard, AR",4,"['QC Life and Health', 'QualChoice Health Insurance', 'Arkansas Blue Cross and Blue Shield', 'Ambetter of Arkansas']"
"Renville, ND",2,"['Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota']"
"Knox, TN",2,"['Humana, Inc.', 'BlueCross BlueShield of Tennessee']"
"Macomb, MI",10,"['Priority Health', 'Total Health Care USA, Inc.', 'Blue Cross Blue Shield of Michigan', 'UnitedHealthcare Community Plan, Inc.', 'Consumers Mutual Insurance of Michigan', 'Humana, Inc.', 'McLaren Health Plan', 'HAP', 'Molina Marketplace', 'Blue Care Network of Michigan']"
"Lumpkin, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare', 'Alliant Health Plans']"
"Vermilion, LA",3,"['Vantage Health Plan', 'Blue Cross Blue Shield of Louisiana', 'UnitedHealthcare']"
"Colonial Heights city, VA",2,"['HealthKeepers, Inc.', 'Optima Health']"
"Jefferson, WI",7,"['Group Health Cooperative- SCW', 'UnitedHealthcare', 'Anthem Blue Cross and Blue Shield', 'Unity Health Insurance', 'MercyCare Health Plans', 'Molina Marketplace', 'Dean Health Plan']"
"Mercer, IL",4,"['Coventry Health Care', 'Land of Lincoln Mutual Health Insurance Company', 'Blue Cross and Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Platte, WY",2,"['WINhealth Partners', 'Blue Cross Blue Shield of Wyoming']"
"Monona, IA",1,['Coventry Health Care of Iowa Inc.']
"Ellis, KS",4,"['Coventry Health Care Of Kansas Inc', 'Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Coventry Health and Life']"
"Huron, MI",6,"['Blue Cross Blue Shield of Michigan', 'McLaren Health Plan', 'HAP', 'Consumers Mutual Insurance of Michigan', 'Blue Care Network of Michigan', 'Priority Health']"
"Osage, KS",4,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health Care Of Kansas Inc', 'Coventry Health and Life', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Barton, MO",2,"['Coventry Health and Life', 'Anthem Blue Cross and Blue Shield']"
"Newberry, SC",4,"[""Consumers' Choice Health Plan"", 'BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan', 'Coventry Health Care of the Carolinas, Inc.']"
"Meigs, TN",2,"['Cigna Healthcare', 'BlueCross BlueShield of Tennessee']"
"Seminole, GA",2,"['UnitedHealthcare', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Crockett, TN",1,['BlueCross BlueShield of Tennessee']
"Lenoir, NC",1,['Blue Cross and Blue Shield of NC']
"Dorchester, SC",4,"['BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan', ""Consumers' Choice Health Plan"", 'Coventry Health Care of the Carolinas, Inc.']"
"Humphreys, TN",1,['BlueCross BlueShield of Tennessee']
"Pickens, GA",5,"['Alliant Health Plans', 'Blue Cross Blue Shield Healthcare Plan of Georgia', 'Humana, Inc.', 'UnitedHealthcare', 'Kaiser Permanente']"
"Crockett, TX",2,"['Blue Cross and Blue Shield of Texas', 'Scott and White Health Plan']"
"Davie, NC",2,"['Blue Cross and Blue Shield of NC', 'UnitedHealthcare']"
"Muscatine, IA",1,['Coventry Health Care of Iowa Inc.']
"Clarke, IA",1,['Coventry Health Care of Iowa Inc.']
"Jackson, LA",3,"['UnitedHealthcare', 'Blue Cross Blue Shield of Louisiana', 'Vantage Health Plan']"
"Washington, UT",4,"['Arches Health Plan', 'Altius Health Plans Inc.', 'SelectHealth', 'BridgeSpan Health Company']"
"Deaf Smith, TX",2,"['FirstCare Health Plans', 'Blue Cross and Blue Shield of Texas']"
"Fountain, IN",3,"['UnitedHealthcare', 'MDwise Marketplace', 'Anthem Blue Cross and Blue Shield']"
"Decatur, IN",4,"['SIHO Insurance Services', 'MDwise Marketplace', 'Anthem Blue Cross and Blue Shield', 'UnitedHealthcare']"
"Turner, GA",2,"['UnitedHealthcare', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
