County,Number of Issuers,Issuers
"Kerr, TX",1,['Blue Cross Blue Shield of Texas']
"Hernando, FL",4,"['Coventry Health Care of Florida, Inc.', 'Florida Blue HMO (a BlueCross BlueShield FL company)', 'Cigna Healthcare', 'Florida Blue (BlueCross BlueShield FL)']"
"Bradley, TN",2,"['BlueCross BlueShield of Tennessee', 'Cigna Healthcare']"
"Caribou, ID",4,"['BridgeSpan Health Company', 'Blue Cross of Idaho', 'PacificSource Health Plans', 'SelectHealth']"
"Ste. Genevieve, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Tillman, OK",2,"['Blue Cross Blue Shield of Oklahoma', 'Coventry Health and Life']"
"LaMoure, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Wells, IN",4,"['Ambetter from MHS', 'Anthem Blue Cross and Blue Shield', 'PHP', 'MDwise Marketplace']"
"White, IL",3,"['Blue Cross Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.']"
"White, IN",3,"['PHP', 'Anthem Blue Cross and Blue Shield', 'MDwise Marketplace']"
"Monongalia, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Oneida, ID",4,"['BridgeSpan Health Company', 'PacificSource Health Plans', 'SelectHealth', 'Blue Cross of Idaho']"
"Buena Vista city, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Sangamon, IL",5,"['Coventry Health Care', 'Health Alliance Medical Plans, Inc.', 'Humana Health Plan, Inc.', 'Blue Cross Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company']"
"Buckingham, VA",2,"['HealthKeepers, Inc.', 'Optima Health Plan']"
"Carbon, MT",3,"['PacificSource Health Plans', 'Montana Health Cooperative', 'Blue Cross Blue Shield of Montana']"
"New Hanover, NC",1,['Blue Cross and Blue Shield of NC']
"St. Johns, FL",3,"['Aetna', 'Florida Blue (BlueCross BlueShield FL)', 'Florida Blue HMO (a BlueCross BlueShield FL company)']"
"Lewis and Clark, MT",3,"['PacificSource Health Plans', 'Blue Cross Blue Shield of Montana', 'Montana Health Cooperative']"
"White, GA",2,"['Alliant Health Plans', 'Blue Cross and Blue Shield of Georgia']"
"Shelby, AL",2,"['Blue Cross and Blue Shield of Alabama', 'Humana Insurance Company']"
"Vermillion, IN",2,"['MDwise Marketplace', 'Anthem Blue Cross and Blue Shield']"
"Gibson, TN",2,"['Community Health Alliance', 'BlueCross BlueShield of Tennessee']"
"Richland, IL",4,"['Land of Lincoln Mutual Health Insurance Company', 'Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.', 'Coventry Health Care']"
"Wilkes, NC",1,['Blue Cross and Blue Shield of NC']
"Wheeler, GA",1,['Blue Cross and Blue Shield of Georgia']
"Vigo, IN",2,"['Anthem Blue Cross and Blue Shield', 'MDwise Marketplace']"
"Loudoun, VA",5,"['HealthKeepers, Inc.', 'CareFirst BlueChoice, Inc.', 'Kaiser Permanente', 'Innovation Health Insurance Company', 'Group Hospitalization and Medical Services Inc.']"
"Lee, SC",3,"['BlueCross BlueShield of South Carolina', ""Consumers' Choice Health Plan"", 'BlueChoice HealthPlan']"
"Ida, IA",2,"['Coventry Health Care of Iowa Inc.', 'CoOportunity Health']"
"Morrill, NE",3,"['Blue Cross and Blue Shield of Nebraska', 'CoOportunity Health', 'Coventry Health Care of Nebraska Inc.']"
"Lincoln, OK",3,"['GlobalHealth', 'Coventry Health and Life', 'Blue Cross Blue Shield of Oklahoma']"
"Cleveland, OK",5,"['Coventry Health Care of Kansas, Inc.', 'GlobalHealth', 'CommunityCare of Oklahoma', 'Aetna', 'Blue Cross Blue Shield of Oklahoma']"
"Haralson, GA",4,"['Blue Cross and Blue Shield of Georgia', 'Humana Employers Health Plan of Georgia, Inc.', 'Alliant Health Plans', 'Kaiser Permanente']"
"Harvey, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life', 'Coventry Health Care Of Kansas Inc']"
"Mora, NM",4,"['Presbyterian Health Plan', 'Molina Health Care of New Mexico, Inc.', 'Blue Cross Blue Shield of New Mexico', 'New Mexico Health Connections']"
"Chambers, AL",1,['Blue Cross and Blue Shield of Alabama']
"Benton, MO",2,"['Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life']"
"Polk, FL",5,"['Florida Blue HMO (a BlueCross BlueShield FL company)', 'Humana Medical Plan, Inc.', 'Cigna Healthcare', 'Florida Blue (BlueCross BlueShield FL)', 'Coventry Health Care of Florida, Inc.']"
"Van Buren, TN",1,['BlueCross BlueShield of Tennessee']
"Benton, MS",1,['Ambetter from Magnolia Health Plan']
"Martin, FL",3,"['Cigna Healthcare', 'Florida Blue (BlueCross BlueShield FL)', 'Florida Blue HMO (a BlueCross BlueShield FL company)']"
"Rockwall, TX",3,"['Cigna Healthcare', 'Aetna', 'Blue Cross Blue Shield of Texas']"
"Aurora, SD",3,"['Avera Health Plans, Inc.', 'DAKOTACARE', 'Sanford Health Plan']"
"Sargent, ND",3,"['Medica Health Plans', 'Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota']"
"Wyoming, PA",4,"['Geisinger Health Plan', 'Blue Cross of Northeastern Pennsylvania', 'Geisinger Choice', 'HealthAmerica Pennsylvania, Inc.']"
"McCook, SD",3,"['Avera Health Plans, Inc.', 'DAKOTACARE', 'Sanford Health Plan']"
"Hancock, ME",2,"['Maine Community Health Options', 'Anthem Blue Cross and Blue Shield']"
"Jerome, ID",4,"['SelectHealth', 'Blue Cross of Idaho', 'BridgeSpan Health Company', 'PacificSource Health Plans']"
"Frederick, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Hancock, MS",1,['Humana Insurance Company']
"Palo Pinto, TX",3,"['Blue Cross Blue Shield of Texas', 'Aetna', 'Cigna Healthcare']"
"Hill, TX",3,"['Blue Cross Blue Shield of Texas', 'FirstCare Health Plans', 'Scott and White Health Plan']"
"Cabell, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Harding, NM",4,"['New Mexico Health Connections', 'Presbyterian Health Plan', 'Blue Cross Blue Shield of New Mexico', 'Molina Health Care of New Mexico, Inc.']"
"Camas, ID",4,"['Blue Cross of Idaho', 'PacificSource Health Plans', 'SelectHealth', 'BridgeSpan Health Company']"
"Dickenson, VA",2,"['HealthKeepers, Inc.', 'Optima Health Plan']"
"Aleutians East, AK",2,"['Moda Health Plan, Inc.', 'Premera Blue Cross Blue Shield of Alaska']"
"Lee, AL",1,['Blue Cross and Blue Shield of Alabama']
"Ozark, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health and Life']"
"Greensville, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Trego, KS",2,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life']"
"Haakon, SD",3,"['Sanford Health Plan', 'DAKOTACARE', 'Avera Health Plans, Inc.']"
"Douglas, GA",3,"['Blue Cross and Blue Shield of Georgia', 'Humana Employers Health Plan of Georgia, Inc.', 'Kaiser Permanente']"
"Citrus, FL",2,"['Florida Blue HMO (a BlueCross BlueShield FL company)', 'Florida Blue (BlueCross BlueShield FL)']"
"Lee, AR",1,['Arkansas Blue Cross and Blue Shield']
"Ottawa, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Auglaize, OH",3,"['HealthSpan', 'Anthem Blue Cross and Blue Shield', 'MedMutual']"
"Beaufort, SC",3,"[""Consumers' Choice Health Plan"", 'BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan']"
"Steele, ND",3,"['Medica Health Plans', 'Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota']"
"Marion, OH",3,"['MedMutual', 'Anthem Blue Cross and Blue Shield', 'Paramount Insurance Company']"
"Ward, ND",3,"['Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota', 'Medica Health Plans']"
"McIntosh, OK",3,"['Coventry Health and Life', 'Blue Cross Blue Shield of Oklahoma', 'GlobalHealth']"
"Gadsden, FL",1,['Florida Blue (BlueCross BlueShield FL)']
"Dixon, NE",3,"['CoOportunity Health', 'Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Dodge, GA",1,['Blue Cross and Blue Shield of Georgia']
"Escambia, FL",4,"['Florida Blue HMO (a BlueCross BlueShield FL company)', 'Florida Blue (BlueCross BlueShield FL)', 'Coventry Health Care of Florida, Inc.', 'Aetna']"
"Pinellas, FL",6,"['Cigna Healthcare', 'Coventry Health Care of Florida, Inc.', 'Florida Blue HMO (a BlueCross BlueShield FL company)', 'Aetna', 'Florida Blue (BlueCross BlueShield FL)', 'Humana Medical Plan, Inc.']"
"Whitfield, GA",2,"['Blue Cross and Blue Shield of Georgia', 'Alliant Health Plans']"
"Summit, UT",4,"['SelectHealth', 'Altius Health Plans Inc.', 'Arches Health Plan', 'BridgeSpan Health Company']"
"Halifax, VA",1,"['HealthKeepers, Inc.']"
"Amelia, VA",3,"['Aetna Life Insurance Company', 'HealthKeepers, Inc.', 'Optima Health Plan']"
"Divide, ND",2,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan']"
"Pocahontas, IA",2,"['Coventry Health Care of Iowa Inc.', 'CoOportunity Health']"
"Blaine, MT",3,"['Montana Health Cooperative', 'Blue Cross Blue Shield of Montana', 'PacificSource Health Plans']"
"Lawrence, MO",2,"['Coventry Health and Life', 'Anthem Blue Cross and Blue Shield']"
"Culberson, TX",1,['Blue Cross Blue Shield of Texas']
"Lawrence, MS",1,['Humana Insurance Company']
"Pawnee, OK",2,"['Coventry Health Care of Kansas, Inc.', 'Blue Cross Blue Shield of Oklahoma']"
"Jerauld, SD",3,"['DAKOTACARE', 'Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Saluda, SC",3,"[""Consumers' Choice Health Plan"", 'BlueChoice HealthPlan', 'BlueCross BlueShield of South Carolina']"
"Live Oak, TX",1,['Blue Cross Blue Shield of Texas']
"Giles, VA",4,"['Optima Health Plan', 'Aetna Life Insurance Company', 'Coventry Health Care of Virginia, Inc', 'HealthKeepers, Inc.']"
"Cassia, ID",4,"['PacificSource Health Plans', 'BridgeSpan Health Company', 'SelectHealth', 'Blue Cross of Idaho']"
"Greene, GA",3,"['Ambetter from Peach State Health Plan', 'Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross and Blue Shield of Georgia']"
"Iosco, MI",5,"['Blue Care Network of Michigan', 'McLaren Health Plan', 'HAP', 'Blue Cross Blue Shield of Michigan', 'Priority Health']"
"Marengo, AL",1,['Blue Cross and Blue Shield of Alabama']
"Prince George, VA",3,"['Aetna Life Insurance Company', 'HealthKeepers, Inc.', 'Optima Health Plan']"
"Union, LA",3,"['Blue Cross Blue Shield of Louisiana', 'Vantage Health Plan, Inc.', 'Louisiana Health Cooperative']"
"Calhoun, TX",1,['Blue Cross Blue Shield of Texas']
"Rawlins, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Harris, TX",6,"['Blue Cross Blue Shield of Texas', 'Molina Marketplace', 'Community Health Choice', 'Humana Health Plan of Texas, Inc.', 'Cigna Healthcare', 'Aetna']"
"Delta, MI",1,['Blue Cross Blue Shield of Michigan']
"Buffalo, WI",2,"['Health Tradition Health Plan', 'Gundersen Health Plan, Inc.']"
"Val Verde, TX",1,['Blue Cross Blue Shield of Texas']
"Lamar, AL",1,['Blue Cross and Blue Shield of Alabama']
"Walsh, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Giles, TN",2,"['Community Health Alliance', 'BlueCross BlueShield of Tennessee']"
"Nodaway, MO",2,"['Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life']"
"Warren, TN",1,['BlueCross BlueShield of Tennessee']
"Dallas, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Tallahatchie, MS",1,['Humana Insurance Company']
"O'Brien, IA",3,"['Coventry Health Care of Iowa Inc.', 'CoOportunity Health', 'Avera Health Plans, Inc.']"
"Unicoi, TN",1,['BlueCross BlueShield of Tennessee']
"Stillwater, MT",3,"['Montana Health Cooperative', 'PacificSource Health Plans', 'Blue Cross Blue Shield of Montana']"
"Macomb, MI",9,"['Priority Health', 'Humana Medical Plan of Michigan, Inc.', 'Total Health Care USA, Inc.', 'Blue Cross Blue Shield of Michigan', 'Consumers Mutual Insurance of Michigan', 'McLaren Health Plan', 'HAP', 'Blue Care Network of Michigan', 'Molina Healthcare of Michigan, Inc.']"
"Medina, OH",5,"['CareSource', 'Kaiser Permanente', 'SummaCare Inc', 'Anthem Blue Cross and Blue Shield', 'MedMutual']"
"Appling, GA",1,['Blue Cross and Blue Shield of Georgia']
"Martin, TX",2,"['Blue Cross Blue Shield of Texas', 'FirstCare Health Plans']"
"Mayes, OK",4,"['Coventry Health and Life', 'Blue Cross Blue Shield of Oklahoma', 'GlobalHealth', 'Aetna']"
"Licking, OH",4,"['MedMutual', 'Anthem Blue Cross and Blue Shield', 'MOLINA HEALTHCARE OF OHIO', 'CareSource']"
"Kenedy, TX",1,['Blue Cross Blue Shield of Texas']
"Crook, WY",2,"['WINhealth Partners', 'Blue Cross Blue Shield of Wyoming']"
"Kodiak Island, AK",2,"['Moda Health Plan, Inc.', 'Premera Blue Cross Blue Shield of Alaska']"
"Scott, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Lewis, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Simpson, MS",1,['Ambetter from Magnolia Health Plan']
"Clay, AL",1,['Blue Cross and Blue Shield of Alabama']
"Scott, MS",2,"['Humana Insurance Company', 'Ambetter from Magnolia Health Plan']"
"Chaves, NM",4,"['Blue Cross Blue Shield of New Mexico', 'New Mexico Health Connections', 'Presbyterian Health Plan', 'Molina Health Care of New Mexico, Inc.']"
"Nome Census, AK",2,"['Moda Health Plan, Inc.', 'Premera Blue Cross Blue Shield of Alaska']"
"Miami, IN",3,"['Anthem Blue Cross and Blue Shield', 'PHP', 'MDwise Marketplace']"
"Wayne, NC",1,['Blue Cross and Blue Shield of NC']
"Johnston, OK",2,"['Coventry Health and Life', 'Blue Cross Blue Shield of Oklahoma']"
"Wayne, NE",3,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.', 'CoOportunity Health']"
"Worth, GA",1,['Blue Cross and Blue Shield of Georgia']
"Adams, ID",4,"['Blue Cross of Idaho', 'PacificSource Health Plans', 'SelectHealth', 'BridgeSpan Health Company']"
"Adams, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Adams, IN",3,"['Anthem Blue Cross and Blue Shield', 'PHP', 'Ambetter from MHS']"
"Andrews, TX",2,"['Blue Cross Blue Shield of Texas', 'FirstCare Health Plans']"
"Adams, IL",4,"['Land of Lincoln Mutual Health Insurance Company', 'Coventry Health Care', 'Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Pamlico, NC",1,['Blue Cross and Blue Shield of NC']
"Baldwin, GA",1,['Blue Cross and Blue Shield of Georgia']
"Brooks, GA",1,['Blue Cross and Blue Shield of Georgia']
"Colorado, TX",2,"['Blue Cross Blue Shield of Texas', 'Aetna']"
"Trousdale, TN",4,"['BlueCross BlueShield of Tennessee', 'Humana Insurance Company', 'Cigna Healthcare', 'Community Health Alliance']"
"Tazewell, IL",6,"['Land of Lincoln Mutual Health Insurance Company', 'Blue Cross Blue Shield of Illinois', 'Humana Insurance Company', 'Health Alliance Medical Plans, Inc.', 'Coventry Health Care', 'Humana Health Plan, Inc.']"
"Grundy, TN",2,"['Cigna Healthcare', 'BlueCross BlueShield of Tennessee']"
"Seminole, FL",6,"['Cigna Healthcare', 'Humana Medical Plan, Inc.', 'Florida Health Care Plans', 'Florida Blue HMO (a BlueCross BlueShield FL company)', 'Florida Blue (BlueCross BlueShield FL)', 'Aetna']"
"Comanche, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Bremer, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Cerro Gordo, IA",2,"['Coventry Health Care of Iowa Inc.', 'CoOportunity Health']"
"Custer, SD",3,"['DAKOTACARE', 'Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Fannin, TX",2,"['Blue Cross Blue Shield of Texas', 'Cigna Healthcare']"
"Macoupin, IL",4,"['Land of Lincoln Mutual Health Insurance Company', 'Blue Cross Blue Shield of Illinois', 'Coventry Health Care', 'Health Alliance Medical Plans, Inc.']"
"Livingston, LA",4,"['Louisiana Health Cooperative', 'Vantage Health Plan, Inc.', 'Blue Cross Blue Shield of Louisiana', 'HMO Louisiana']"
"McMullen, TX",1,['Blue Cross Blue Shield of Texas']
"Marshall, OK",2,"['Blue Cross Blue Shield of Oklahoma', 'Coventry Health and Life']"
"New Castle, DE",2,"['Coventry Health Care', 'Highmark BCBSD Inc.']"
"Howard, MO",2,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Wilcox, GA",1,['Blue Cross and Blue Shield of Georgia']
"Jackson, MI",4,"['Consumers Mutual Insurance of Michigan', 'Priority Health', 'Blue Cross Blue Shield of Michigan', 'Blue Care Network of Michigan']"
"Jackson, MO",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas City']"
"Idaho, ID",3,"['Blue Cross of Idaho', 'PacificSource Health Plans', 'BridgeSpan Health Company']"
"Forest, PA",4,"['HealthAmerica Pennsylvania, Inc.', 'Highmark Inc.', 'UPMC Health Plan', 'Highmark Health Insurance Company']"
"Waushara, WI",2,"['Security Health Plan', 'Anthem Blue Cross and Blue Shield']"
"Washington, TN",1,['BlueCross BlueShield of Tennessee']
"Henry, GA",4,"['Humana Employers Health Plan of Georgia, Inc.', 'Kaiser Permanente', 'Ambetter from Peach State Health Plan', 'Blue Cross and Blue Shield of Georgia']"
"Pratt, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Martin, IN",2,"['Anthem Blue Cross and Blue Shield', 'MDwise Marketplace']"
"Twiggs, GA",2,"['Blue Cross and Blue Shield of Georgia', 'Humana Employers Health Plan of Georgia, Inc.']"
"Jackson, MS",1,['Ambetter from Magnolia Health Plan']
"Tippah, MS",1,['Ambetter from Magnolia Health Plan']
"Orange, VA",3,"['Optima Health Plan', 'Kaiser Permanente', 'HealthKeepers, Inc.']"
"Boundary, ID",3,"['PacificSource Health Plans', 'Blue Cross of Idaho', 'BridgeSpan Health Company']"
"Charlevoix, MI",5,"['Blue Care Network of Michigan', 'Consumers Mutual Insurance of Michigan', 'McLaren Health Plan', 'Blue Cross Blue Shield of Michigan', 'Priority Health']"
"Fentress, TN",1,['BlueCross BlueShield of Tennessee']
"Dubois, IN",2,"['MDwise Marketplace', 'Anthem Blue Cross and Blue Shield']"
"Augusta, VA",3,"['Optima Health Plan', 'Coventry Health Care of Virginia, Inc', 'HealthKeepers, Inc.']"
"Johnson, AR",3,"['QualChoice Health Insurance', 'Ambetter of Arkansas', 'Arkansas Blue Cross and Blue Shield']"
"Loving, TX",2,"['Blue Cross Blue Shield of Texas', 'FirstCare Health Plans']"
"Portsmouth city, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Winston, MS",1,['Humana Insurance Company']
"Frio, TX",1,['Blue Cross Blue Shield of Texas']
"Millard, UT",4,"['SelectHealth', 'Arches Health Plan', 'Altius Health Plans Inc.', 'BridgeSpan Health Company']"
"Lincoln, NE",3,"['CoOportunity Health', 'Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Lincoln, NC",2,"['Blue Cross and Blue Shield of NC', 'Coventry Health Care of the Carolinas, Inc.']"
"Lincoln, NM",4,"['New Mexico Health Connections', 'Blue Cross Blue Shield of New Mexico', 'Molina Health Care of New Mexico, Inc.', 'Presbyterian Health Plan']"
"Clermont, OH",5,"['MedMutual', 'Anthem Blue Cross and Blue Shield', 'MOLINA HEALTHCARE OF OHIO', 'HealthSpan', 'CareSource']"
"Rusk, TX",1,['Blue Cross Blue Shield of Texas']
"Kossuth, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Spotsylvania, VA",3,"['HealthKeepers, Inc.', 'Kaiser Permanente', 'Optima Health Plan']"
"Chautauqua, KS",3,"['Coventry Health Care Of Kansas Inc', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life']"
"Gem, ID",4,"['BridgeSpan Health Company', 'Blue Cross of Idaho', 'PacificSource Health Plans', 'SelectHealth']"
"Pulaski, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Philadelphia, PA",2,"['Independence Blue Cross', 'Aetna']"
"Salt Lake, UT",6,"['Altius Health Plans Inc.', 'Molina Healthcare of Utah', 'SelectHealth', 'Humana Medical Plan of Utah, Inc.', 'Arches Health Plan', 'BridgeSpan Health Company']"
"Fayette, OH",2,"['MedMutual', 'Anthem Blue Cross and Blue Shield']"
"Franklin, MS",1,['Humana Insurance Company']
"Clay, SD",3,"['Avera Health Plans, Inc.', 'DAKOTACARE', 'Sanford Health Plan']"
"Ashland, WI",1,['Security Health Plan']
"Stephens, TX",2,"['FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Franklin, ME",2,"['Maine Community Health Options', 'Anthem Blue Cross and Blue Shield']"
"Ness, KS",2,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life']"
"Santa Cruz, AZ",7,"['Health Net Life Insurance Company', 'Blue Cross Blue Shield of Arizona, Inc.', 'Cigna Healthcare', 'University of Arizona Health Plans - University Healthcare Marketplace', 'MERITUS MUTUAL HEALTH PARTNERS', 'Meritus Health Partners', 'Aetna']"
"Franklin, MO",2,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Platte, NE",3,"['CoOportunity Health', 'Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Guilford, NC",2,"['Coventry Health Care of the Carolinas, Inc.', 'Blue Cross and Blue Shield of NC']"
"Todd, SD",3,"['Avera Health Plans, Inc.', 'DAKOTACARE', 'Sanford Health Plan']"
"De Soto, LA",4,"['Vantage Health Plan, Inc.', 'Louisiana Health Cooperative', 'Blue Cross Blue Shield of Louisiana', 'HMO Louisiana']"
"Arenac, MI",5,"['Priority Health', 'McLaren Health Plan', 'Blue Cross Blue Shield of Michigan', 'Blue Care Network of Michigan', 'HAP']"
"Paulding, GA",3,"['Blue Cross and Blue Shield of Georgia', 'Humana Employers Health Plan of Georgia, Inc.', 'Kaiser Permanente']"
"Jones, GA",2,"['Blue Cross and Blue Shield of Georgia', 'Humana Employers Health Plan of Georgia, Inc.']"
"Valley, ID",4,"['Blue Cross of Idaho', 'BridgeSpan Health Company', 'SelectHealth', 'PacificSource Health Plans']"
"Kenosha, WI",4,"['Anthem Blue Cross and Blue Shield', 'Common Ground Healthcare Cooperative', 'Arise Health Plan', 'Molina Healthcare of Wisconsin, Inc.']"
"St. Louis, MO",2,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Pike, IL",4,"['Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois', 'Coventry Health Care', 'Land of Lincoln Mutual Health Insurance Company']"
"Hidalgo, NM",4,"['Blue Cross Blue Shield of New Mexico', 'New Mexico Health Connections', 'Molina Health Care of New Mexico, Inc.', 'Presbyterian Health Plan']"
"Canadian, OK",4,"['GlobalHealth', 'Blue Cross Blue Shield of Oklahoma', 'Coventry Health Care of Kansas, Inc.', 'Aetna']"
"Loudon, TN",3,"['Community Health Alliance', 'BlueCross BlueShield of Tennessee', 'Humana Insurance Company']"
"McIntosh, ND",3,"['Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota', 'Medica Health Plans']"
"Mills, TX",3,"['Scott and White Health Plan', 'FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Trumbull, OH",5,"['Anthem Blue Cross and Blue Shield', 'HealthSpan', 'Coventry Health and Life', 'MedMutual', 'SummaCare Inc']"
"Canyon, ID",4,"['SelectHealth', 'PacificSource Health Plans', 'BridgeSpan Health Company', 'Blue Cross of Idaho']"
"Guthrie, IA",2,"['Coventry Health Care of Iowa Inc.', 'CoOportunity Health']"
"Towner, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Pulaski, IN",3,"['PHP', 'MDwise Marketplace', 'Anthem Blue Cross and Blue Shield']"
"Mineral, MT",3,"['PacificSource Health Plans', 'Montana Health Cooperative', 'Blue Cross Blue Shield of Montana']"
"Butte, ID",3,"['PacificSource Health Plans', 'BridgeSpan Health Company', 'Blue Cross of Idaho']"
"Berks, PA",7,"['Capital BlueCross', 'HealthAmerica Pennsylvania, Inc.', 'Highmark Inc.', 'Geisinger Health Plan', 'Keystone Health Plan Central, A Capital BlueCross Company', 'Geisinger Choice', 'Highmark Health Insurance Company']"
"Alachua, FL",2,"['Florida Blue (BlueCross BlueShield FL)', 'Florida Blue HMO (a BlueCross BlueShield FL company)']"
"Barbour, AL",1,['Blue Cross and Blue Shield of Alabama']
"Radford city, VA",4,"['Coventry Health Care of Virginia, Inc', 'HealthKeepers, Inc.', 'Optima Health Plan', 'Aetna Life Insurance Company']"
"Morgan, IL",4,"['Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company', 'Coventry Health Care']"
"Morgan, IN",2,"['MDwise Marketplace', 'Anthem Blue Cross and Blue Shield']"
"Cheyenne, NE",3,"['Blue Cross and Blue Shield of Nebraska', 'CoOportunity Health', 'Coventry Health Care of Nebraska Inc.']"
"Georgetown, SC",3,"['BlueCross BlueShield of South Carolina', ""Consumers' Choice Health Plan"", 'BlueChoice HealthPlan']"
"Hall, GA",4,"['Blue Cross and Blue Shield of Georgia', 'Humana Employers Health Plan of Georgia, Inc.', 'Kaiser Permanente', 'Alliant Health Plans']"
"Chester, SC",3,"[""Consumers' Choice Health Plan"", 'BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan']"
"Tulsa, OK",5,"['GlobalHealth', 'Coventry Health Care of Kansas, Inc.', 'CommunityCare of Oklahoma', 'Blue Cross Blue Shield of Oklahoma', 'Aetna']"
"Labette, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Darlington, SC",3,"['BlueChoice HealthPlan', 'BlueCross BlueShield of South Carolina', ""Consumers' Choice Health Plan""]"
"Reagan, TX",3,"['Scott and White Health Plan', 'Blue Cross Blue Shield of Texas', 'FirstCare Health Plans']"
"Webster, LA",4,"['HMO Louisiana', 'Blue Cross Blue Shield of Louisiana', 'Louisiana Health Cooperative', 'Vantage Health Plan, Inc.']"
"Hardee, FL",1,['Florida Blue (BlueCross BlueShield FL)']
"Roane, TN",3,"['BlueCross BlueShield of Tennessee', 'Humana Insurance Company', 'Community Health Alliance']"
"Seward, NE",3,"['CoOportunity Health', 'Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Starke, IN",3,"['PHP', 'Anthem Blue Cross and Blue Shield', 'MDwise Marketplace']"
"Independence, AR",2,"['Arkansas Blue Cross and Blue Shield', 'QualChoice Health Insurance']"
"Knox, TX",2,"['Blue Cross Blue Shield of Texas', 'FirstCare Health Plans']"
"Garvin, OK",2,"['Coventry Health and Life', 'Blue Cross Blue Shield of Oklahoma']"
"Cherokee, NC",1,['Blue Cross and Blue Shield of NC']
"Zavala, TX",1,['Blue Cross Blue Shield of Texas']
