County,Number of Issuers,Issuers
"Slope, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Medica Health Plans', 'Sanford Health Plan']"
"Person, NC",1,['Blue Cross and Blue Shield of NC']
"Okaloosa, FL",2,"['Blue Cross and Blue Shield of Florida', 'Health Options, Inc.']"
"Lake, MT",3,"['Montana Health Cooperative', 'PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana']"
"Pawnee, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company']"
"St. Joseph, MI",4,"['Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health Insurance Company (PHIC)', 'Blue Care Network of Michigan', 'Priority Health']"
"Caswell, NC",1,['Blue Cross and Blue Shield of NC']
"Houghton, MI",2,"['Blue Care Network of Michigan', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company']"
"Appomattox, VA",4,"['Optima Health Plan', 'Piedmont Community HealthCare HMO, Inc.', 'HealthKeepers, Inc.', 'Piedmont Community HealthCare, Inc.']"
"Union, MS",1,['Ambetter of Magnolia Inc.']
"Taylor, FL",1,['Blue Cross and Blue Shield of Florida']
"Nowata, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Huron, OH",4,"['Medical Health Insuring Corp. of Ohio', 'Paramount Insurance Company', 'Community Insurance Company(Anthem BCBS)', 'HealthSpan']"
"Acadia, LA",3,"['HMO Louisiana, Inc.', 'Louisiana Health Service & Indemnity Company', 'Vantage Health Plan, Inc.']"
"Jefferson, MS",1,['Humana Insurance Company']
"Chariton, MO",1,['Healthy Alliance Life Co(Anthem BCBS)']
"Webster, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Lake, OH",7,"['Medical Health Insuring Corp. of Ohio', 'CareSource', 'Community Insurance Company(Anthem BCBS)', 'Buckeye Community Health Plan', 'HealthSpan Integrated Care', 'MOLINA HEALTHCARE OF OHIO', 'Summa Insurance Company, Inc.']"
"Ogle, IL",3,"['Health Alliance Medical Plans, Inc.', 'Humana Health Plan, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Macon, NC",1,['Blue Cross and Blue Shield of NC']
"Jefferson, MO",2,"['Healthy Alliance Life Co(Anthem BCBS)', 'Cigna Health and Life Insurance Company']"
"Burnet, TX",7,"['SHA, LLC DBA FirstCare Health Plans', 'Insurance Company of Scott & White', 'Scott and White Health Plan', 'Sendero Health Plans, inc.', 'Celtic Insurance Company', 'Blue Cross Blue Shield of Texas', 'Humana Health Plan of Texas, Inc.']"
"Dale, AL",1,['Blue Cross and Blue Shield of Alabama']
"Armstrong, PA",2,"['Highmark Health Insurance Company', 'UPMC Health Options, Inc.']"
"Iredell, NC",1,['Blue Cross and Blue Shield of NC']
"Cumberland, NJ",4,"['AmeriHealth HMO, Inc.', 'AmeriHealth Ins Company of New Jersey', 'Horizon Healthcare Services, Inc.', 'Freelancers CO-OP of New Jersey, Inc.']"
"Montgomery, IL",2,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Montgomery, IN",5,"['Physicians Health Plan of Northern Indiana, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'Celtic Insurance Company', 'MDwise Marketplace, Inc.', 'Indiana University Health Plans, Inc.']"
"Franklin, NC",1,['Blue Cross and Blue Shield of NC']
"Montgomery, IA",2,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"Campbell, TN",2,"['BlueCross BlueShield of Tennessee', 'Humana Insurance Company']"
"Franklin, NE",2,"['Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska']"
"Sweetwater, WY",1,['Blue Cross Blue Shield of Wyoming']
"Clay, FL",3,"['Health Options, Inc.', 'Blue Cross and Blue Shield of Florida', 'Celtic Insurance Company']"
"Tripp, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Taylor, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Burnett, WI",2,"['Medica Health Plans of Wisconsin', 'Security Health Plan of Wisconsin, Inc.']"
"Atkinson, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Carroll, TN",1,['BlueCross BlueShield of Tennessee']
"Piute, UT",1,['SelectHealth']
"Johnson, TX",3,"['Scott and White Health Plan', 'Blue Cross Blue Shield of Texas', 'Insurance Company of Scott & White']"
"Charlottesville city, VA",3,"['HealthKeepers, Inc.', 'Coventry Health Care of Virginia, Inc', 'Optima Health Plan']"
"Riley, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Medica']"
"Rockingham, VA",2,"['HealthKeepers, Inc.', 'Optima Health Plan']"
"Montcalm, MI",6,"['Priority Health Insurance Company (PHIC)', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'McLaren Health Plan Community', 'Physicians Health Plan', 'Blue Care Network of Michigan', 'Priority Health']"
"Upson, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Johnson, TN",2,"['Cigna Health and Life Insurance Company', 'BlueCross BlueShield of Tennessee']"
"Clearfield, PA",4,"['Geisinger Health Plan', 'Highmark Health Insurance Company', 'Geisinger Quality Options', 'UPMC Health Options, Inc.']"
"Polk, GA",3,"['Humana Employers Health Plan of Georgia, Inc.', 'Alliant Health Plans', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Muskingum, OH",3,"['Community Insurance Company(Anthem BCBS)', 'HealthSpan', 'Medical Health Insuring Corp. of Ohio']"
"Sanborn, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Thomas, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Nicholas, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Berrien, MI",4,"['Priority Health', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health Insurance Company (PHIC)', 'Blue Care Network of Michigan']"
"Kerr, TX",1,['Blue Cross Blue Shield of Texas']
"Hernando, FL",2,"['Health Options, Inc.', 'Blue Cross and Blue Shield of Florida']"
"Bradley, TN",1,['BlueCross BlueShield of Tennessee']
"Ste. Genevieve, MO",2,"['Cigna Health and Life Insurance Company', 'Healthy Alliance Life Co(Anthem BCBS)']"
"Tillman, OK",1,['Blue Cross Blue Shield of Oklahoma']
"LaMoure, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Wells, IN",4,"['Physicians Health Plan of Northern Indiana, Inc.', 'MDwise Marketplace, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'Celtic Insurance Company']"
"White, IL",2,"['Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"White, IN",5,"['Indiana University Health Plans, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'MDwise Marketplace, Inc.', 'Physicians Health Plan of Northern Indiana, Inc.', 'CareSource Indiana, Inc.']"
"Monongalia, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Buena Vista city, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Sangamon, IL",3,"['Health Alliance Medical Plans, Inc.', 'Humana Health Plan, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Buckingham, VA",4,"['Optima Health Plan', 'Piedmont Community HealthCare HMO, Inc.', 'HealthKeepers, Inc.', 'Piedmont Community HealthCare, Inc.']"
"Carbon, MT",3,"['PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana', 'Montana Health Cooperative']"
"New Hanover, NC",1,['Blue Cross and Blue Shield of NC']
"St. Johns, FL",2,"['Blue Cross and Blue Shield of Florida', 'Health Options, Inc.']"
"Lewis and Clark, MT",3,"['PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana', 'Montana Health Cooperative']"
"White, GA",3,"['Alliant Health Plans', 'Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Shelby, AL",1,['Blue Cross and Blue Shield of Alabama']
"Vermillion, IN",3,"['Indiana University Health Plans, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'MDwise Marketplace, Inc.']"
"Gibson, TN",1,['BlueCross BlueShield of Tennessee']
"Richland, IL",2,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Wilkes, NC",1,['Blue Cross and Blue Shield of NC']
"Lincoln, OR",4,"['BridgeSpan Health Company', 'PacificSource Health Plans', 'Moda Health Plan, Inc.', 'Providence Health Plan']"
"Wheeler, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.']"
"Vigo, IN",3,"['Indiana University Health Plans, Inc.', 'MDwise Marketplace, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)']"
"Loudoun, VA",6,"['Innovation Health Insurance Company', 'CareFirst BlueChoice, Inc.', 'Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.', 'HealthKeepers, Inc.', 'UnitedHealthcare of the Mid-Atlantic Inc', 'Group Hospitalization and Medical Services Inc.']"
"Washoe, NV",4,"['Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield', 'Health Plan of Nevada, Inc.', 'HMO Colorado, Inc., dba HMO Nevada', 'Prominence HealthFirst']"
"Ida, IA",2,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"Morrill, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company']"
"Lincoln, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Cleveland, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Haralson, GA",4,"['Humana Employers Health Plan of Georgia, Inc.', 'Kaiser Foundation Health Plan of Georgia', 'Alliant Health Plans', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Harvey, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Mora, NM",3,"['CHRISTUS Health Plan', 'Molina Health Care of New Mexico, Inc.', 'New Mexico Health Connections']"
"Chambers, AL",1,['Blue Cross and Blue Shield of Alabama']
"Benton, MO",2,"['Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life']"
"Polk, FL",4,"['Celtic Insurance Company', 'Health Options, Inc.', 'Humana Medical Plan, Inc.', 'Blue Cross and Blue Shield of Florida']"
"Van Buren, TN",1,['BlueCross BlueShield of Tennessee']
"Benton, MS",1,['Ambetter of Magnolia Inc.']
"Martin, FL",2,"['Health Options, Inc.', 'Blue Cross and Blue Shield of Florida']"
"Rockwall, TX",4,"['Insurance Company of Scott & White', 'Cigna Health and Life Insurance Company', 'Scott and White Health Plan', 'Blue Cross Blue Shield of Texas']"
"Aurora, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Sargent, ND",3,"['Medica Health Plans', 'Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota']"
"Wyoming, PA",3,"['Geisinger Quality Options', 'Geisinger Health Plan', 'First Priority Life Insurance Company, Inc.']"
"McCook, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Hancock, ME",2,"['Harvard Pilgrim  Health Care Inc.', 'Anthem Health Plans of ME(Anthem BCBS)']"
"Frederick, VA",4,"['Optima Health Plan', 'Innovation Health Insurance Company', 'HealthKeepers, Inc.', 'UnitedHealthcare of the Mid-Atlantic Inc']"
"Hancock, MS",1,['Humana Insurance Company']
"Palo Pinto, TX",1,['Blue Cross Blue Shield of Texas']
"Hill, TX",4,"['SHA, LLC DBA FirstCare Health Plans', 'Insurance Company of Scott & White', 'Blue Cross Blue Shield of Texas', 'Scott and White Health Plan']"
"Cabell, WV",2,"['Highmark Blue Cross Blue Shield West Virginia', 'CareSource West Virginia Co.']"
"Harding, NM",3,"['New Mexico Health Connections', 'CHRISTUS Health Plan', 'Molina Health Care of New Mexico, Inc.']"
"Dickenson, VA",2,"['HealthKeepers, Inc.', 'Optima Health Plan']"
"Aleutians East, AK",1,['Premera Blue Cross Blue Shield of Alaska']
"Lee, AL",1,['Blue Cross and Blue Shield of Alabama']
"Ozark, MO",2,"['Healthy Alliance Life Co(Anthem BCBS)', 'Coventry Health and Life']"
"Anderson, SC",2,"['Blue Cross and Blue Shield of South Carolina', 'BlueChoice HealthPlan of South Carolina, Inc.']"
"Trego, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Haakon, SD",2,"['Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Douglas, GA",3,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Kaiser Foundation Health Plan of Georgia']"
"Citrus, FL",2,"['Blue Cross and Blue Shield of Florida', 'Health Options, Inc.']"
"Lee, AR",4,"['QualChoice Life & Health Insurance Company, Inc.', 'QCA Health Plan, Inc.', 'Celtic Insurance Company', 'USAble Mutual Insurance Company']"
"Ottawa, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Medica']"
"Auglaize, OH",3,"['HealthSpan', 'Community Insurance Company(Anthem BCBS)', 'Medical Health Insuring Corp. of Ohio']"
"Multnomah, OR",6,"['Kaiser Foundation Healthplan of the NW', 'Zoom Health Plan, Inc.', 'Providence Health Plan', 'BridgeSpan Health Company', 'Moda Health Plan, Inc.', 'PacificSource Health Plans']"
"Beaufort, SC",2,"['Blue Cross and Blue Shield of South Carolina', 'BlueChoice HealthPlan of South Carolina, Inc.']"
"Steele, ND",3,"['Medica Health Plans', 'Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota']"
"Marion, OH",3,"['Medical Health Insuring Corp. of Ohio', 'Community Insurance Company(Anthem BCBS)', 'Paramount Insurance Company']"
"Ward, ND",3,"['Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota', 'Medica Health Plans']"
"McIntosh, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Marion, OR",6,"['BridgeSpan Health Company', 'Moda Health Plan, Inc.', 'ATRIO Health Plans', 'Providence Health Plan', 'Kaiser Foundation Healthplan of the NW', 'PacificSource Health Plans']"
"Gadsden, FL",1,['Blue Cross and Blue Shield of Florida']
"Dixon, NE",2,"['Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska']"
"Dodge, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Escambia, FL",2,"['Blue Cross and Blue Shield of Florida', 'Health Options, Inc.']"
"Pinellas, FL",4,"['Blue Cross and Blue Shield of Florida', 'Health Options, Inc.', 'Celtic Insurance Company', 'Humana Medical Plan, Inc.']"
"Whitfield, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Alliant Health Plans']"
"Summit, UT",3,"['SelectHealth', 'University of Utah Health Insurance Plans', 'Molina Healthcare of Utah']"
"Halifax, VA",4,"['Piedmont Community HealthCare, Inc.', 'Optima Health Plan', 'Piedmont Community HealthCare HMO, Inc.', 'HealthKeepers, Inc.']"
"Amelia, VA",3,"['Optima Health Plan', 'HealthKeepers, Inc.', 'Coventry Health Care of Virginia, Inc']"
"Divide, ND",2,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan']"
"Pocahontas, IA",2,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"Blaine, MT",3,"['Montana Health Cooperative', 'Blue Cross and Blue Shield of Montana', 'PacificSource Health Plans']"
"Lawrence, MO",2,"['Coventry Health and Life', 'Healthy Alliance Life Co(Anthem BCBS)']"
"Culberson, TX",1,['Blue Cross Blue Shield of Texas']
"Lawrence, MS",2,"['Ambetter of Magnolia Inc.', 'Humana Insurance Company']"
"Pawnee, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Jerauld, SD",2,"['Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Saluda, SC",2,"['BlueChoice HealthPlan of South Carolina, Inc.', 'Blue Cross and Blue Shield of South Carolina']"
"Live Oak, TX",2,"['Blue Cross Blue Shield of Texas', 'CHRISTUS Health Plan']"
"Giles, VA",3,"['Optima Health Plan', 'Aetna Life Insurance Company', 'HealthKeepers, Inc.']"
"Greene, GA",3,"['Ambetter of Peach State Inc.', 'Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Iosco, MI",6,"['Priority Health Insurance Company (PHIC)', 'Blue Care Network of Michigan', 'Alliance Health and Life Insurance Company', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'McLaren Health Plan Community', 'Priority Health']"
"Marengo, AL",1,['Blue Cross and Blue Shield of Alabama']
"Prince George, VA",3,"['UnitedHealthcare of the Mid-Atlantic Inc', 'HealthKeepers, Inc.', 'Optima Health Plan']"
"Union, LA",3,"['Vantage Health Plan, Inc.', 'Louisiana Health Service & Indemnity Company', 'HMO Louisiana, Inc.']"
"Calhoun, TX",2,"['CHRISTUS Health Plan', 'Blue Cross Blue Shield of Texas']"
"Rawlins, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Harris, TX",5,"['Blue Cross Blue Shield of Texas', 'Community Health Choice, Inc.', 'Humana Health Plan of Texas, Inc.', 'Cigna HealthCare of Texas, Inc.', 'Molina Healthcare of Texas']"
"Delta, MI",1,['Blue Cross Blue Shield of Michigan Mutual Insurance Company']
"Buffalo, WI",2,"['Health Tradition Health Plan', 'Gundersen Health Plan, Inc.']"
"Val Verde, TX",1,['Blue Cross Blue Shield of Texas']
"Lamar, AL",1,['Blue Cross and Blue Shield of Alabama']
"Walsh, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Giles, TN",1,['BlueCross BlueShield of Tennessee']
"Nodaway, MO",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas City']"
"Warren, TN",1,['BlueCross BlueShield of Tennessee']
"Dallas, IA",3,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)', 'Wellmark Value Health Plan']"
"Tallahatchie, MS",1,['Humana Insurance Company']
"O'Brien, IA",3,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company', 'Wellmark Value Health Plan']"
"Klamath, OR",5,"['Moda Health Plan, Inc.', 'ATRIO Health Plans', 'Providence Health Plan', 'BridgeSpan Health Company', 'PacificSource Health Plans']"
"Unicoi, TN",2,"['Cigna Health and Life Insurance Company', 'BlueCross BlueShield of Tennessee']"
"Stillwater, MT",3,"['Montana Health Cooperative', 'PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana']"
"Medina, OH",5,"['Community Insurance Company(Anthem BCBS)', 'CareSource', 'HealthSpan Integrated Care', 'Summa Insurance Company, Inc.', 'Medical Health Insuring Corp. of Ohio']"
"Appling, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Martin, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Mayes, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Licking, OH",5,"['Medical Health Insuring Corp. of Ohio', 'Community Insurance Company(Anthem BCBS)', 'HealthSpan', 'MOLINA HEALTHCARE OF OHIO', 'CareSource']"
"Kenedy, TX",2,"['CHRISTUS Health Plan', 'Blue Cross Blue Shield of Texas']"
"Crook, WY",1,['Blue Cross Blue Shield of Wyoming']
"Kodiak Island, AK",1,['Premera Blue Cross Blue Shield of Alaska']
"Scott, MO",1,['Healthy Alliance Life Co(Anthem BCBS)']
"Lewis, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Simpson, MS",2,"['Ambetter of Magnolia Inc.', 'Humana Insurance Company']"
"Clay, AL",1,['Blue Cross and Blue Shield of Alabama']
"Scott, MS",2,"['Ambetter of Magnolia Inc.', 'Humana Insurance Company']"
"Chaves, NM",3,"['New Mexico Health Connections', 'CHRISTUS Health Plan', 'Molina Health Care of New Mexico, Inc.']"
"Nome Census, AK",1,['Premera Blue Cross Blue Shield of Alaska']
"Miami, IN",4,"['MDwise Marketplace, Inc.', 'Celtic Insurance Company', 'Anthem Ins Companies Inc(Anthem BCBS)', 'Physicians Health Plan of Northern Indiana, Inc.']"
"Wayne, NC",1,['Blue Cross and Blue Shield of NC']
"Johnston, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Wayne, NE",2,"['Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska']"
"Worth, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Adams, IA",2,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"Adams, IN",5,"['Physicians Health Plan of Northern Indiana, Inc.', 'MDwise Marketplace, Inc.', 'CareSource Indiana, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'Celtic Insurance Company']"
"Andrews, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Adams, IL",2,"['Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Pamlico, NC",1,['Blue Cross and Blue Shield of NC']
"Baldwin, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Brooks, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Colorado, TX",1,['Blue Cross Blue Shield of Texas']
"Trousdale, TN",3,"['Humana Insurance Company', 'BlueCross BlueShield of Tennessee', 'Cigna Health and Life Insurance Company']"
"Tazewell, IL",3,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.', 'Humana Health Plan, Inc.']"
"Grundy, TN",1,['BlueCross BlueShield of Tennessee']
"Seminole, FL",4,"['Humana Medical Plan, Inc.', 'Florida Health Care Plan, Inc.', 'Health Options, Inc.', 'Blue Cross and Blue Shield of Florida']"
"Comanche, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Bremer, IA",3,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company', 'Wellmark Value Health Plan']"
"Deschutes, OR",4,"['BridgeSpan Health Company', 'Moda Health Plan, Inc.', 'PacificSource Health Plans', 'Providence Health Plan']"
"Cerro Gordo, IA",2,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"Custer, SD",2,"['Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Fannin, TX",2,"['Prominence HealthFirst of Texas, Inc.', 'Blue Cross Blue Shield of Texas']"
"Macoupin, IL",2,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Livingston, LA",3,"['HMO Louisiana, Inc.', 'Vantage Health Plan, Inc.', 'Louisiana Health Service & Indemnity Company']"
"McMullen, TX",1,['Blue Cross Blue Shield of Texas']
"Marshall, OK",1,['Blue Cross Blue Shield of Oklahoma']
"New Castle, DE",3,"['Aetna Life Insurance Company', 'Highmark BCBSD Inc.', 'Aetna Health Inc. (a PA corp.)']"
"Howard, MO",1,['Healthy Alliance Life Co(Anthem BCBS)']
"Wilcox, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Jackson, MI",4,"['Priority Health', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Blue Care Network of Michigan', 'Priority Health Insurance Company (PHIC)']"
"Jackson, MO",3,"['Coventry Health and Life', 'Humana Insurance Company', 'Blue Cross and Blue Shield of Kansas City']"
"Petersburg Census, AK",1,['Premera Blue Cross Blue Shield of Alaska']
"Forest, PA",2,"['UPMC Health Options, Inc.', 'Highmark Health Insurance Company']"
"Waushara, WI",4,"['WPS Health Plan, Inc.', 'Security Health Plan of Wisconsin, Inc.', 'Unity Health Plans Insurance Corporation', 'Compcare Health Serv Ins Co(Anthem BCBS)']"
"Washington, TN",2,"['Cigna Health and Life Insurance Company', 'BlueCross BlueShield of Tennessee']"
"Henry, GA",4,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Ambetter of Peach State Inc.', 'Humana Employers Health Plan of Georgia, Inc.', 'Kaiser Foundation Health Plan of Georgia']"
"Pratt, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Medica']"
"Martin, IN",4,"['CareSource Indiana, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'MDwise Marketplace, Inc.', 'Indiana University Health Plans, Inc.']"
"Twiggs, GA",3,"['Cigna Health and Life Insurance Company', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.']"
"Jackson, MS",1,['Ambetter of Magnolia Inc.']
"Tippah, MS",1,['Ambetter of Magnolia Inc.']
"Orange, VA",4,"['UnitedHealthcare of the Mid-Atlantic Inc', 'Optima Health Plan', 'HealthKeepers, Inc.', 'Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.']"
"Charlevoix, MI",5,"['McLaren Health Plan Community', 'Priority Health', 'Blue Care Network of Michigan', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health Insurance Company (PHIC)']"
"Fentress, TN",1,['BlueCross BlueShield of Tennessee']
"Dubois, IN",4,"['Indiana University Health Plans, Inc.', 'MDwise Marketplace, Inc.', 'CareSource Indiana, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)']"
"Augusta, VA",3,"['HealthKeepers, Inc.', 'Optima Health Plan', 'Coventry Health Care of Virginia, Inc']"
"Johnson, AR",4,"['Celtic Insurance Company', 'USAble Mutual Insurance Company', 'QCA Health Plan, Inc.', 'QualChoice Life & Health Insurance Company, Inc.']"
"Loving, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Portsmouth city, VA",2,"['HealthKeepers, Inc.', 'Optima Health Plan']"
"Winston, MS",1,['Humana Insurance Company']
"Frio, TX",1,['Blue Cross Blue Shield of Texas']
"Millard, UT",1,['SelectHealth']
"Lincoln, NV",2,"['HMO Colorado, Inc., dba HMO Nevada', 'Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield']"
"Lincoln, NE",2,"['Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska']"
"Lincoln, NC",1,['Blue Cross and Blue Shield of NC']
"Lincoln, NM",3,"['Molina Health Care of New Mexico, Inc.', 'New Mexico Health Connections', 'CHRISTUS Health Plan']"
"Clermont, OH",5,"['MOLINA HEALTHCARE OF OHIO', 'Medical Health Insuring Corp. of Ohio', 'HealthSpan', 'CareSource', 'Community Insurance Company(Anthem BCBS)']"
"Rusk, TX",1,['Blue Cross Blue Shield of Texas']
"Wallowa, OR",4,"['Moda Health Plan, Inc.', 'BridgeSpan Health Company', 'Providence Health Plan', 'PacificSource Health Plans']"
"Kossuth, IA",2,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"Spotsylvania, VA",5,"['Innovation Health Insurance Company', 'HealthKeepers, Inc.', 'UnitedHealthcare of the Mid-Atlantic Inc', 'Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.', 'Optima Health Plan']"
"Chautauqua, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Pulaski, MO",1,['Healthy Alliance Life Co(Anthem BCBS)']
"Philadelphia, PA",2,"['Independence Blue Cross (QCC Ins. Co.)', 'Keystone Health Plan East, Inc']"
